"","Xi","Yi","credit.score","interest.rate","pti","veh.value","co.sign","new.used","subvent.rate","subvent.cash","veh.pick.up","veh.suv","exact.loan.term"
"500",34,9,0.751224243654122,-0.461775432003286,-0.583983401402252,0.275407868302423,0,1,0,1,1,0,1
"501",39,8,1.13017824862593,-0.401003901145994,-0.705264539089857,0.296277604610981,1,1,0,1,0,1,0
"502",39,8,-0.0643506800895528,2.41474369524185,-0.216028763333078,-2.54711160303842,1,0,0,0,0,0,0
"503",29,8,-1.2671177393479,-0.518495527470091,-0.945771201961887,0.150810277323981,0,1,0,1,1,0,0
"504",23,11,0.800653026911314,1.17905590114359,-0.612761976446769,-1.72310339324893,1,0,0,0,0,1,1
"505",32,10,0.998368159940084,-0.785890263242174,0.193038124799691,0.81059912929618,0,1,0,1,1,0,0
"506",11,10,0.240460149996467,-0.178174954669259,-0.368144088568379,0.384819641544147,0,1,0,1,0,0,0
"507",24,10,1.03132068211155,-0.785890263242174,2.38226544068612,1.285007755966,1,1,0,1,1,0,1
"508",40,10,-1.25064147826217,-0.336180934898217,-0.945771201961887,0.723881516381131,0,1,0,1,1,0,1
"509",11,10,-2.25569340449175,-0.315923757945786,-0.945771201961887,0.223592017228727,0,1,0,1,1,0,1
"510",11,10,0.858319940711372,-0.785890263242174,0.717219313110527,0.535130307117925,0,1,0,1,1,0,1
"511",22,9,0.874796201797103,2.8644530235858,0.427377950162182,-2.29765635164808,1,0,0,0,0,1,0
"512",25,9,-0.047874419003822,1.30465039824865,-0.801878326739305,-1.85263536169444,0,0,0,0,0,0,0
"513",33,9,0.833605549082776,0.247225761331782,-0.35992163855566,-1.59961392298672,1,0,0,0,0,1,0
"514",19,9,0.429937152482371,-0.785890263242174,0.591826950416562,1.28696969362504,0,1,0,1,0,1,0
"515",39,9,0.223983888910736,0.940021213104905,1.59702146447146,-0.783472812891098,0,0,0,0,0,0,0
"516",34,9,0.0592212780534282,0.429540353903656,-0.756654851669351,-1.95097858487346,0,0,0,0,0,1,0
"517",39,9,0.281650802710794,0.368768823046365,1.06050660114154,0.270974503882643,0,1,0,1,1,0,0
"518",13,9,0.454651544110967,-0.137660600764398,0.470545812728957,-0.36289364273936,0,1,0,1,0,0,1
"519",18,8,0.0592212780534282,1.0007927439622,0.587715725410203,-0.766350480072939,0,0,0,0,0,1,0
"520",12,8,0.644128546596872,0.18645423047449,-0.220139988339437,-0.559876791021987,0,0,0,0,0,0,0
"521",30,9,-0.262065813118322,2.37828077672747,-0.419534401147873,-2.8259347543991,1,0,0,0,0,1,0
"522",40,9,1.02308255156868,0.271534373674698,-0.378422151084278,0.511535922023738,0,1,0,1,1,0,1
"523",39,8,0.331079585967986,-0.482032608955717,0.106702399666142,-0.778560782497866,1,0,0,0,0,0,0
"524",39,8,0.0427450169676974,1.7867712097165,-0.491480838759164,-2.37449901299184,1,0,0,0,0,0,0
"525",18,8,0.256936411082198,0.919764036152474,0.0861462746343448,-1.00577294425425,0,0,0,0,0,0,0
"526",25,8,-1.01997382306194,0.206711407426921,-0.945771201961887,-0.104389315595614,0,1,0,1,1,0,0
"527",30,8,0.883034332339968,0.863043940685669,-0.105025688161372,-2.18803796246486,1,0,0,0,0,0,0
"528",31,7,0.355793977596583,0.672626477332822,0.618549912957899,0.177525417970901,0,0,0,0,1,0,0
"529",40,8,0.331079585967986,-0.137660600764398,-0.491480838759164,-0.0880689335317836,1,1,0,1,1,0,1
"530",36,7,0.30636519433939,1.07777001638143,0.552770312856147,-1.34689068484791,0,0,0,0,0,0,0
"531",39,8,0.981891898854353,0.287740115236643,-0.0186899630278222,-0.917167996848779,0,0,0,0,1,0,0
"532",37,8,0.602937893882545,-1.15051944838592,-0.477091551236905,0.198099982517946,1,1,0,1,0,1,1
"533",40,8,0.957177507225757,-0.785890263242174,0.248539662385545,-0.0447125487726534,1,1,0,1,0,0,1
"534",11,8,1.06427320428301,-0.579267058327383,1.55590921440786,0.338240829366231,1,1,0,1,1,0,1
"535",39,8,0.965415637768622,-0.785890263242174,1.50451890182837,0.433417986737094,0,1,0,1,0,1,0
"536",34,8,-0.237351421489726,1.54773652167782,-0.00635628800874385,-1.49337384786739,0,0,0,0,0,1,1
"537",39,6,-1.00349756197621,-0.0606833283451621,-0.945771201961887,-0.171175400879276,0,1,0,0,1,0,0
"538",31,5,0.874796201797103,-0.0363747160022454,0.131369749704299,-0.516003378553886,0,0,0,0,1,0,0
"539",15,6,0.347555847053717,-0.421261078098425,-0.59837268892451,0.944589345454865,1,1,0,0,1,0,1
"540",40,6,0.355793977596583,-0.684604378480021,-0.265363463409392,1.02977213149496,0,1,0,1,0,1,1
"541",15,6,0.957177507225757,1.07777001638143,-0.107081300664551,-0.85398195247001,0,0,0,0,0,0,1
"542",13,5,0.273412672167929,0.449797530856087,0.671995838040572,-0.0833677454053298,0,1,0,1,1,0,0
"543",39,5,1.0889875959116,-0.684604378480021,0.156037099742456,-0.173206546056238,1,0,0,0,0,0,0
"544",12,5,0.0921738002248898,0.672626477332822,1.01322751356841,0.118760449787625,1,1,0,1,0,1,0
"545",16,5,1.02308255156868,-0.137660600764398,1.66074545207003,0.0116418308943606,0,0,0,0,1,0,0
"546",39,5,0.553509110625352,1.48291355543004,-0.324976226001604,-1.48519037481463,1,0,0,0,1,0,0
"547",17,5,-0.00668376628949498,2.4876695322706,-0.512036963790961,-2.09691430817057,1,0,0,0,0,0,0
"548",22,5,-0.047874419003822,0.348511646093934,1.90330772744524,-0.0972039592519837,0,1,0,1,0,1,0
"549",25,5,0.339317716510852,0.0243968148550462,0.630883587976977,-0.760815340706031,1,0,0,0,0,1,0
"550",21,5,0.759462374196987,-0.0566318929546759,0.343097837531813,-1.49732412599559,0,0,0,0,0,0,1
"551",6,5,0.00155436425337042,2.7186013495283,0.277318237430061,-0.985939367624627,0,0,0,0,0,0,0
"552",20,5,0.635890416054006,1.06156427481949,1.69157963961773,-0.0233758002334246,0,1,0,1,0,1,1
"553",7,5,1.22903581514032,-0.21868930857412,0.139592199717018,0.0982124379864454,0,1,0,1,0,1,0
"554",39,5,0.265174541625063,3.16831067787226,0.76860962569002,-2.1056634807724,0,0,0,0,0,0,0
"555",18,5,0.990130029397219,-0.174123519278773,1.59907707697464,-0.123614176197328,0,1,0,1,0,0,0
"556",37,5,-0.229113290946861,2.43500087219428,0.727497375626425,-2.67140386420068,0,0,0,0,0,0,1
"557",28,4,1.05603507374014,0.672626477332822,1.29690203900721,0.545733802098463,1,1,0,1,1,0,0
"558",39,4,-1.64607174431971,-0.117403423811967,-0.945771201961887,0.258432025210018,0,1,0,1,1,0,0
"559",8,4,0.256936411082198,0.510569061713378,-0.756654851669351,-1.99439185426966,0,0,0,0,0,0,0
"560",25,8,0.141602583482082,0.656420735770878,-0.68265280155488,-1.94819965504624,1,0,0,0,0,0,1
"561",39,7,1.1137019875402,-0.421261078098425,1.77174852724174,0.368081688259551,1,1,0,1,0,0,0
"562",40,6,1.09722572645447,-0.684604378480021,2.049256215171,0.92438230481322,0,1,0,0,0,1,1
"563",10,6,1.13017824862593,-0.157917777716828,1.00500506355569,0.517013745730644,1,1,0,0,0,1,0
"564",34,6,-0.245589552032592,3.46811689676823,-0.0700802756073159,-2.12667924046689,0,0,0,0,1,0,1
"565",19,6,1.0889875959116,-0.421261078098425,0.184815674786973,-0.144566926354699,0,1,0,0,0,0,0
"566",19,6,0.957177507225757,-0.684604378480021,2.45010065329105,1.30105005524663,0,1,0,1,1,0,1
"567",11,5,0.586461632796814,0.713140831237683,-0.468869101224187,-1.89326161757721,1,0,0,0,0,1,0
"568",32,5,0.957177507225757,-0.174123519278773,0.223872312347388,1.78846796783596,0,1,0,0,0,1,0
"569",10,5,1.02308255156868,-0.684604378480021,0.332819775015914,0.551129115496348,1,1,0,0,1,0,0
"570",11,5,0.841843679625641,-0.603575670670299,-0.641540551491285,0.324555494294294,0,0,0,0,1,0,0
"571",25,5,0.125126322396351,-0.299718016383842,-0.542871151338657,-0.189687851126658,0,0,0,0,1,0,0
"572",25,5,0.784176765825584,0.551083415618239,-0.390755826103356,-1.05505866991767,0,0,0,0,1,0,0
"573",38,5,1.03955881265441,0.226968584379351,-0.045412925569159,-0.67098653290496,0,1,0,1,0,0,0
"574",10,5,1.08074946536874,-0.684604378480021,0.143703424723378,0.903099119544621,1,1,0,1,0,1,1
"575",39,5,0.693557329854064,-0.319975193336272,-0.403089501122435,0.167732652773882,0,1,0,1,1,0,0
"576",6,5,0.932463115597161,0.267482938284212,0.550714700352967,-0.692783344713924,0,0,0,0,0,1,0
"577",18,5,1.03955881265441,-0.279460839431411,-0.335254288517503,-1.06096468915733,1,0,0,0,0,0,1
"578",39,33,0.792414896368449,-0.704861555432452,-0.19752825080446,0.557352221338305,1,1,0,1,1,0,0
"579",39,33,-0.954068778719016,-0.137660600764398,-0.945771201961887,0.773272036194832,0,1,0,0,0,0,0
"580",39,33,-0.303256465832649,1.62471379409706,3.69169060521162,0.123342603316496,1,0,0,0,1,0,0
"581",38,33,-1.20121269500498,-0.214637873183634,-0.945771201961887,0.127374112115049,0,0,0,0,1,0,0
"582",39,33,1.09722572645447,-0.785890263242174,1.42435001420436,0.585477116152553,0,1,0,0,1,0,0
"583",40,33,-0.855211212204631,-0.336180934898217,-0.945771201961887,1.2133983816921,0,1,0,1,1,0,1
"584",40,34,-1.0282119536048,0.105425522664768,-0.945771201961887,0.945212564620702,0,1,0,0,1,0,1
"585",37,33,0.594699763339679,-0.579267058327383,-0.376366538581098,1.25739485865641,1,1,0,1,0,1,0
"586",38,33,0.158078844567813,-0.745375909337313,-0.0207455755310021,0.529430680444525,1,1,0,1,0,1,0
"587",39,33,-1.06940260631913,-0.340232370288703,-0.945771201961887,0.189780330487788,0,1,0,1,1,0,0
"588",39,33,-1.54721417780532,-0.157917777716828,-0.945771201961887,0.386944008772741,0,1,0,0,1,0,1
"589",40,33,0.339317716510852,-0.502289785908147,-0.27975275093165,0.470444302813096,1,1,0,1,1,0,1
"590",40,33,1.00660629048295,-0.785890263242174,1.7450255647004,0.519621140551094,1,1,0,1,1,0,1
"591",40,33,-1.65430987486258,-0.178174954669259,-0.945771201961887,0.942406041188846,0,1,0,1,1,0,1
"592",39,33,-1.58016669997679,-0.174123519278773,-0.945771201961887,0.541419866447242,0,1,0,0,1,0,0
"593",36,33,1.18784516242599,-0.137660600764398,-0.261252238403032,1.28580277348543,0,1,0,1,1,0,1
"594",39,33,0.685319199311199,-1.75418332156835,-0.0269124130405413,0.757258884181291,1,0,1,0,0,1,0
"595",40,33,-1.0529263452334,-0.785890263242174,-0.945771201961887,-0.0239693633903025,0,1,0,1,0,1,1
"596",40,33,-1.46483287237667,-0.174123519278773,-0.945771201961887,1.03708740438904,0,1,0,0,1,0,1
"597",39,33,0.108650061310621,0.636163558818447,0.419155500149464,0.236776793846251,1,0,0,0,0,1,0
"598",40,33,-1.09411699794773,-0.826404617147035,-0.945771201961887,0.228217346381594,0,1,0,0,1,0,1
"599",38,33,0.627652285511141,0.0446539918074767,-0.285919588441189,0.293396300285928,1,1,0,1,1,0,1
"600",40,33,-1.48954726400527,-0.360489547241133,-0.945771201961887,0.23897136280379,0,1,0,1,1,0,1
"601",39,33,-1.11059325903346,-0.437466819660369,-0.945771201961887,0.394513038427273,0,1,0,1,0,1,0
"602",39,34,0.957177507225757,-0.826404617147035,3.9568646181218,1.34167926157217,0,1,0,1,0,1,0
"603",37,33,-1.11059325903346,-0.437466819660369,-0.945771201961887,0.733775561793896,0,1,0,1,0,1,0
"604",35,33,-1.19297456446211,-0.984410597375993,-0.945771201961887,1.14479504741482,0,1,1,0,0,1,1
"605",33,32,0.817129287997045,0.307997292189073,0.597993787926101,0.360424009018152,1,1,0,0,0,1,0
"606",39,32,0.421699021939506,-1.3895541364246,-0.183138963282202,0.736963735314282,1,0,1,0,0,1,0
"607",39,33,0.800653026911314,0.328254469141504,0.328708550009555,0.905308236879743,1,1,0,1,1,0,0
"608",40,33,-1.34949904477656,-0.785890263242174,-0.945771201961887,0.623424939765804,0,1,0,1,1,0,1
"609",39,33,0.405222760853775,-0.704861555432452,-0.635373713981746,1.36285226214619,1,1,0,1,0,1,0
"610",39,32,-1.57192856943392,-0.0971462468595369,-0.945771201961887,-0.283714405961375,0,0,0,0,0,1,0
"611",39,32,1.3031789900261,-1.3895541364246,0.338986612525453,1.14828291604569,0,0,1,0,0,1,0
"612",38,32,0.578223502253948,-1.75418332156835,0.0203666745325929,-0.678951222902775,1,0,1,0,0,0,0
"613",35,33,0.405222760853775,0.307997292189073,-0.668263514032622,0.708971937890265,1,1,0,1,1,0,1
"614",39,32,0.981891898854353,-1.75418332156835,1.44696175173934,-0.815798359030931,0,0,1,0,0,0,0
"615",38,32,-1.24240334771931,0.226968584379351,-0.945771201961887,1.05132171972616,0,1,0,1,1,0,0
"616",39,32,0.339317716510852,-1.75418332156835,0.338986612525453,0.926938859095852,1,1,1,0,1,0,0
"617",40,33,-1.59664296106252,-0.704861555432452,-0.945771201961887,0.457355861622643,0,1,0,1,1,0,1
"618",39,32,-1.27535586989077,-1.75418332156835,-0.945771201961887,0.427977920223557,0,1,1,0,0,1,0
"619",39,32,-1.73669118029123,-1.75418332156835,-0.945771201961887,0.33702731299711,0,1,1,0,1,0,0
"620",39,32,-0.327970857461246,0.210762842817407,-0.727876276624834,0.383869484855767,0,1,0,1,1,0,0
"621",40,33,-0.220875160403995,-0.174123519278773,-0.507925738784602,0.654893007015329,1,1,0,1,1,0,0
"622",39,32,1.43498907871195,-1.75418332156835,1.96497610254063,0.43289238835334,0,1,1,0,0,0,0
"623",40,33,-1.0282119536048,-0.785890263242174,-0.945771201961887,0.224649053228798,0,1,0,1,1,0,1
"624",39,32,-1.22592708663357,-1.3895541364246,-0.945771201961887,0.610907758950385,0,0,1,0,0,1,0
"625",39,32,0.677081068768333,-1.75418332156835,1.41612756419164,0.980376454348872,0,1,1,0,1,0,0
"626",37,32,1.22079768459745,-1.75418332156835,0.480823875244856,0.987299464274213,1,1,1,0,1,0,0
"627",39,32,-1.16002204229065,-0.340232370288703,-0.945771201961887,0.666188185382664,0,1,0,0,1,0,0
"628",39,32,1.1137019875402,0.16619705352206,0.922780563428501,0.11930025225801,0,0,0,0,1,0,0
"629",40,32,0.883034332339968,-1.75418332156835,0.519880512805271,0.180222828898335,1,1,1,0,0,1,1
"630",37,32,0.273412672167929,-1.75418332156835,2.12942510279501,1.24940047609546,1,1,1,0,1,0,0
"631",38,32,0.817129287997045,-1.75418332156835,2.37198737817022,0.0970078275552137,0,1,1,0,0,1,0
"632",39,32,1.31141712056897,-1.3895541364246,0.891946375880805,0.113893483972524,0,0,1,0,0,1,0
"633",39,32,1.18784516242599,-1.75418332156835,1.87041792739436,0.0824213836831136,0,0,1,0,0,1,0
"634",39,32,0.133364452939217,0.105425522664768,-0.805989551745665,0.509205952064092,1,1,0,0,1,0,0
"635",38,32,0.141602583482082,-1.75418332156835,1.01322751356841,0.492878432089442,1,1,1,0,1,0,1
"636",40,32,0.883034332339968,-1.75418332156835,0.815888713263154,0.689524533015771,1,1,1,0,1,0,1
"637",39,32,-0.954068778719016,-1.75418332156835,-0.945771201961887,1.10728377305381,0,1,1,0,1,0,0
"638",40,32,0.495842196825295,-1.75418332156835,1.7553036272163,0.104548104186273,1,1,1,0,0,1,1
"639",38,32,-1.38245156694802,-0.579267058327383,-0.945771201961887,1.3234289514758,0,1,1,0,0,1,0
"640",40,32,0.314603324882256,-0.137660600764398,0.789165750721818,0.87015633358212,1,1,0,1,1,0,1
"641",37,32,1.19608329296885,-1.3895541364246,1.63607810203187,0.773167242044546,0,1,0,1,0,1,1
"642",39,32,0.232222019453602,-1.75418332156835,0.260873337404623,0.523008131732424,0,1,1,0,0,1,0
"643",39,32,-0.113779463346745,0.105425522664768,-0.549037988848197,1.19076207749762,0,1,0,1,1,0,1
"644",40,32,-1.36597530586229,0.18645423047449,-0.945771201961887,0.0753248327404861,0,1,0,1,1,0,1
"645",40,32,0.586461632796814,-1.75418332156835,-0.242751725874414,1.23846968024122,1,1,1,0,1,0,1
"646",40,32,1.01484442102581,-1.75418332156835,3.38745995474102,-0.259216634955034,1,0,1,0,0,1,1
"647",40,32,-1.53897604726246,-0.137660600764398,-0.945771201961887,0.652850829874358,0,1,0,1,1,0,1
"648",39,32,-1.78611996354842,-0.542804139813008,-0.945771201961887,1.30311394959397,0,1,0,1,1,0,0
"649",40,32,-1.81907248571988,-1.75418332156835,-0.945771201961887,0.355450882860079,0,1,1,0,0,1,1
"650",39,32,0.957177507225757,-1.75418332156835,0.262928949907803,0.147476976500139,1,1,1,0,0,1,1
"651",40,32,-1.47307100291954,-0.437466819660369,-0.945771201961887,0.353743335473767,0,1,0,1,1,0,1
"652",39,32,0.50408032736816,-1.75418332156835,-0.446257363689209,1.23227955929056,1,1,1,0,1,0,0
"653",40,32,1.02308255156868,-0.579267058327383,2.53232515341824,0.704919768973328,0,1,0,1,1,0,1
"654",40,32,1.14665450971166,-1.75418332156835,0.355431512550891,0.949505748432372,1,1,1,0,1,0,1
"655",39,32,-0.179684507689668,-0.259203662478981,-0.378422151084278,0.676132737764185,0,1,0,1,1,0,1
"656",39,32,0.462889674653833,-1.3895541364246,0.791221363224997,1.041330956981,0,1,1,0,0,1,1
"657",40,32,1.08074946536874,-1.75418332156835,1.03789486360657,0.43289238835334,0,1,1,0,0,0,1
"658",39,32,1.08074946536874,-1.75418332156835,4.14598096841434,0.58698035447608,1,1,1,0,0,0,1
"659",40,32,0.0509831475105628,-1.75418332156835,4.23437230605107,0.387892224530795,0,1,1,0,0,1,1
"660",40,32,-0.047874419003822,-1.75418332156835,0.264984562410983,0.665662960880206,1,1,1,0,1,0,1
"661",40,32,-0.220875160403995,-0.704861555432452,-0.0310236380469008,0.3800174650548,1,0,0,0,0,1,1
"662",39,32,1.0889875959116,-1.75418332156835,2.49532412836101,0.154979711239207,1,1,1,0,0,1,1
"663",39,31,-1.59664296106252,-0.0971462468595369,-0.945771201961887,-0.0381657874717245,0,1,0,1,1,0,0
"664",39,31,0.957177507225757,-1.3895541364246,1.15300916378463,-0.267920075385435,0,0,1,0,0,0,0
"665",38,32,0.232222019453602,-1.3895541364246,0.059423312093008,0.30917555726159,1,0,1,0,0,0,0
"666",33,32,-1.45659474183381,-1.75418332156835,-0.945771201961887,1.30774737624143,0,1,1,0,1,0,1
"667",40,32,1.34436964274043,-1.75418332156835,0.474657037735317,0.709664458709285,0,1,1,0,0,1,1
"668",40,32,1.00660629048295,-1.75418332156835,1.97319855255335,-0.367139528946963,0,0,1,0,0,1,1
"669",39,32,0.265174541625063,-1.75418332156835,0.234150374863286,0.319273084143908,1,1,1,0,1,0,1
"670",40,32,0.990130029397219,-1.75418332156835,0.655550938015134,0.286168782132033,1,1,1,0,0,1,1
"671",38,32,0.891272462882834,-1.75418332156835,1.56618727692376,0.0725992914933909,1,1,1,0,1,0,0
"672",40,32,0.726509852025526,-1.75418332156835,0.277318237430061,-0.0636110829785162,1,1,1,0,0,1,1
"673",40,32,1.04779694319728,-1.75418332156835,0.830278000785413,0.285830647708729,1,1,1,0,0,0,1
"674",39,31,0.907748723968565,-1.75418332156835,0.719274925613706,1.2429997696317,1,1,1,0,1,0,0
"675",40,32,0.924224985054295,-1.3895541364246,1.65252300205731,0.462776712885463,1,0,1,0,0,1,1
"676",39,31,0.800653026911314,-1.75418332156835,1.82519445232441,0.594592100346634,0,1,1,0,0,0,0
"677",39,31,0.223983888910736,0.267482938284212,-0.491480838759164,0.662545354852094,1,1,0,1,1,0,0
"678",39,31,-1.09411699794773,-0.785890263242174,-0.945771201961887,0.488156534460618,0,1,0,1,0,0,0
"679",39,31,0.331079585967986,-0.583318493717869,-0.768988526688429,0.947920565161611,0,1,0,1,1,0,0
"680",39,31,-1.13530765066205,-0.137660600764398,-0.945771201961887,0.376837784286544,0,1,0,1,1,0,0
"681",39,31,-0.31973272691838,-0.502289785908147,1.3791265391344,-0.0749916174018348,0,1,0,1,0,1,0
"682",39,31,-1.20121269500498,-0.279460839431411,-0.945771201961887,1.12615642489967,0,1,0,1,1,0,0
"683",39,31,0.0839356696820244,-1.75418332156835,0.201260574812411,-0.110602603062674,0,0,1,0,0,0,0
"684",40,32,-0.0396362884609566,-1.75418332156835,2.39665472820838,1.03983976259154,1,1,1,0,1,0,1
"685",39,31,1.02308255156868,-0.785890263242174,2.86327876643018,0.745349588321319,1,1,0,1,1,0,0
"686",39,31,-0.187922638232534,0.858992505295183,2.49532412836101,1.30343310873364,1,1,0,1,1,0,0
"687",39,31,-1.25887960880504,-0.421261078098425,-0.945771201961887,0.909493445494877,0,1,0,1,1,0,0
"688",39,31,0.693557329854064,-0.785890263242174,-0.900547726891933,1.12089925051617,0,1,0,1,1,0,0
"689",39,31,-1.25887960880504,-0.595472799889327,-0.945771201961887,1.32158682267076,0,1,0,1,0,1,0
"690",40,32,-1.76140557191983,0.692883654285253,-0.945771201961887,1.26307921116479,0,1,0,0,1,0,1
"691",38,31,0.825367418539911,-1.75418332156835,-0.331143063511144,-0.250563300964743,1,0,1,0,0,0,0
"692",39,31,-1.34949904477656,-0.579267058327383,-0.945771201961887,0.565716762073531,0,1,0,1,1,0,0
"693",39,31,0.792414896368449,-0.482032608955717,-0.799822714236125,0.144560896009325,1,1,0,0,1,0,0
"694",39,31,0.998368159940084,-0.704861555432452,-0.413367563638333,1.12006748691649,1,1,0,1,0,0,0
"695",39,31,0.841843679625641,-0.785890263242174,2.89616856648106,0.803700495163781,0,1,0,1,1,0,0
"696",39,31,0.158078844567813,-0.704861555432452,1.37090408912169,0.752201873878475,1,1,0,1,1,0,0
"697",32,31,-1.47307100291954,-0.275409404040925,-0.945771201961887,0.517262264008811,0,1,0,1,1,0,1
"698",39,31,0.990130029397219,-1.3895541364246,1.69774647712727,0.873133605140963,1,1,1,0,0,1,0
"699",40,31,0.594699763339679,-1.3895541364246,-0.263307850906212,1.69197924200461,1,1,1,0,0,1,1
"700",40,31,-1.17649830337638,-1.3895541364246,-0.945771201961887,1.84658268718056,0,1,1,0,0,1,1
"701",36,31,0.471127805196698,-1.3895541364246,2.12531387778865,0.90534022921652,0,1,1,0,0,1,1
"702",36,31,1.04779694319728,-0.153866342326342,0.497268775270294,0.684826884146279,1,1,0,1,0,1,1
"703",40,31,0.602937893882545,-0.299718016383842,0.544547862843428,0.875191343929391,1,1,0,1,1,0,1
"704",40,31,-1.51426165563386,-0.502289785908147,-0.945771201961887,1.02711927263682,0,1,0,1,1,0,1
"705",39,31,-1.39892782803375,0.00819107329310162,-0.945771201961887,0.639775859774152,0,1,0,1,1,0,0
"706",40,31,-1.04468821469054,0.0243968148550462,-0.945771201961887,0.724675441135558,0,1,0,1,1,0,1
"707",40,31,-1.38245156694802,-0.461775432003286,-0.945771201961887,-0.532566410753872,0,0,0,0,1,0,1
"708",40,31,-0.855211212204631,-0.380746724193564,-0.945771201961887,1.02215470706415,0,1,0,1,1,0,1
"709",39,31,-1.56369043889106,0.251277196722268,-0.945771201961887,-0.218870887603165,0,1,0,0,1,0,0
"710",39,31,-1.30007026151936,0.226968584379351,-0.945771201961887,0.845491037786101,0,1,0,1,1,0,1
"711",34,31,1.02308255156868,-0.482032608955717,-0.174916513269483,0.51078739691967,1,1,0,1,1,0,1
"712",36,31,0.438175283025237,-0.785890263242174,0.20331618731559,0.61176363844286,0,1,0,0,0,0,1
"713",38,33,-2.51107545132058,-0.137660600764398,-0.945771201961887,0.585912418718326,0,1,0,1,1,0,1
"714",40,31,1.10546385699733,-0.579267058327383,3.29290177959475,0.397341626750518,0,1,0,0,1,0,1
"715",40,31,1.06427320428301,-1.3895541364246,0.0224222870357727,-0.248838596285974,0,0,1,0,0,0,1
"716",39,31,0.248698280539332,-0.137660600764398,0.178648837277433,-0.161776225096489,0,0,0,0,0,0,0
"717",39,31,0.71827172148266,-0.785890263242174,0.351320287544532,1.25209539869013,0,1,0,1,1,0,1
"718",40,31,-1.12706952011919,-0.785890263242174,-0.945771201961887,1.21984826234972,0,1,0,1,0,1,1
"719",39,31,0.990130029397219,-1.3895541364246,2.42337769074972,0.927317238328621,0,1,1,0,0,0,0
"720",39,31,-1.31654652260509,0.0243968148550462,-0.945771201961887,-0.566250284512093,0,0,0,0,1,0,0
"721",36,31,-0.0231600273752258,-1.3895541364246,-0.271530300918931,1.83506227697246,0,1,1,0,0,1,1
"722",38,31,-0.113779463346745,0.372820258436851,0.77272085069638,0.159505478848153,0,1,0,1,0,0,0
"723",40,31,1.20432142351172,0.0243968148550462,0.618549912957899,0.787802385807628,0,1,0,1,1,0,1
"724",40,31,-0.921116256547555,-0.340232370288703,-0.945771201961887,0.699169605303287,0,1,0,1,1,0,1
"725",39,31,0.948939376682892,-1.75418332156835,0.141647812220198,-0.776110773866372,1,0,1,0,0,0,1
"726",40,31,-1.28359400043363,-0.178174954669259,-0.945771201961887,0.284912470648974,0,1,0,1,1,0,1
"727",40,31,0.405222760853775,-0.0566318929546759,-0.468869101224187,0.47048702883145,1,1,0,1,1,0,1
"728",39,32,0.619414154968276,-1.75418332156835,0.990615776033433,1.07030375104798,0,1,1,0,1,0,1
"729",40,31,-1.67902426649117,0.18645423047449,-0.945771201961887,0.70147963899931,0,1,0,1,1,0,1
"730",40,31,-1.74492931083409,-1.3895541364246,-0.945771201961887,1.85849066096712,0,1,1,0,0,1,1
"731",40,31,-0.995259431433343,-0.785890263242174,-0.945771201961887,0.152817271493352,0,1,0,1,1,0,1
"732",35,31,1.23727394568318,-0.785890263242174,0.227983537353747,0.915256954696044,0,1,0,1,1,0,0
"733",40,31,-0.995259431433343,-0.785890263242174,-0.945771201961887,0.153503260008277,0,1,0,1,1,0,1
"734",40,31,0.0509831475105628,-0.137660600764398,0.76655401318684,0.88391355422656,1,1,0,1,1,0,1
"735",39,31,0.19926949728214,-0.259203662478981,2.17875980287133,1.50140800961741,1,1,0,1,0,1,0
"736",41,31,-0.904639995461824,0.226968584379351,-0.945771201961887,0.537134386765273,0,1,0,1,1,0,1
"737",35,31,0.479365935739564,0.307997292189073,0.100535562156603,0.860727660529752,1,1,0,1,1,0,0
"738",38,31,-1.47307100291954,-0.461775432003286,-0.945771201961887,0.3467081215734,0,1,0,1,1,0,1
"739",40,31,-1.0282119536048,0.226968584379351,-0.945771201961887,0.47522208335969,0,1,0,1,1,0,1
"740",40,31,-0.73163925406165,-0.542804139813008,-0.945771201961887,0.126837201960161,0,1,0,1,1,0,1
"741",40,31,0.561747241168218,-0.785890263242174,-0.257141013396673,1.07379702338349,0,1,0,1,0,1,1
"742",35,31,1.16313077079739,-0.461775432003286,0.112869237175681,-0.0554046526705049,1,1,0,1,1,0,1
"743",37,30,-1.33302278369082,-0.380746724193564,-0.945771201961887,0.244543122537174,0,1,0,1,1,0,0
"744",40,31,-1.24240334771931,-0.579267058327383,-0.945771201961887,0.624967826333868,0,1,0,1,1,0,1
"745",40,31,1.05603507374014,-1.75418332156835,0.706941250594628,-1.11518988677381,0,0,1,0,0,0,1
"746",40,31,-1.30007026151936,-0.579267058327383,-0.945771201961887,0.399000383420759,0,1,0,1,1,0,1
"747",39,30,-1.2671177393479,-0.785890263242174,-0.945771201961887,0.765953845036482,0,1,0,1,1,0,0
"748",39,31,-1.30007026151936,-0.137660600764398,-0.945771201961887,0.83325667618916,0,1,0,1,1,0,0
"749",40,31,0.874796201797103,-0.137660600764398,-0.211917538326718,0.406598258528125,1,1,0,1,1,0,1
"750",39,30,-1.23416521717644,-0.785890263242174,-0.945771201961887,0.765321900540047,0,1,0,1,1,0,0
"751",40,30,-1.30830839206223,-0.178174954669259,-0.945771201961887,-0.042727490404421,0,1,0,0,1,0,0
