"","Xi","Yi","credit.score","interest.rate","pti","veh.value","co.sign","new.used","subvent.rate","subvent.cash","veh.pick.up","veh.suv","exact.loan.term"
"1265",40,25,0.100411930767755,-1.75418332156835,0.0697013746089068,0.0136117918088882,1,1,1,0,0,0,1
"1266",38,18,-0.138493854975341,2.43500087219428,0.754220338167762,-0.97751872956389,1,0,0,0,0,0,1
"1267",39,18,-0.113779463346745,1.70979393729726,0.166315162258355,-1.46213989360336,0,0,0,0,0,1,0
"1268",31,18,0.561747241168218,-0.785890263242174,-0.218084375836258,0.15482158938799,1,1,0,1,0,1,1
"1269",31,18,0.751224243654122,0.267482938284212,-0.425701238657412,-0.378370564731488,1,0,0,0,1,0,1
"1270",34,18,-1.16826017283352,-0.259203662478981,-0.945771201961887,0.142436551139237,0,1,0,1,1,0,1
"1271",39,18,-1.30007026151936,0.226968584379351,-0.945771201961887,0.351432752772818,0,1,0,1,1,0,1
"1272",39,17,-1.79435809409129,0.210762842817407,-0.945771201961887,0.735424226136805,0,1,0,1,1,0,0
"1273",38,19,-0.0149218968323604,-0.0971462468595369,0.563048375372046,0.280507092788105,1,1,0,1,1,0,0
"1274",40,18,-1.54721417780532,0.247225761331782,-0.945771201961887,0.811927404883501,0,1,0,1,1,0,1
"1275",18,17,0.289888933253659,-0.23894648552655,-0.454479813701928,-0.306825493456655,0,0,0,0,1,0,0
"1276",39,18,0.429937152482371,1.15879872419115,0.147814649729737,-1.39414981232473,0,0,0,0,0,0,1
"1277",34,17,-1.67078613594831,-0.482032608955717,-0.945771201961887,0.531032038784909,0,1,0,1,1,0,0
"1278",35,17,0.191031366739275,0.713140831237683,2.12531387778865,1.06504857277915,0,0,0,0,0,1,0
"1279",29,17,0.858319940711372,0.226968584379351,3.06884001674816,0.181414372178219,0,0,0,0,1,0,0
"1280",39,17,0.298127063796525,-0.579267058327383,0.330764162512734,1.03790778293914,1,1,0,1,1,0,0
"1281",20,17,0.907748723968565,-0.785890263242174,1.84780618985939,0.439231094930148,1,1,0,1,1,0,0
"1282",35,17,1.12194011808307,-0.785890263242174,2.54465882843732,1.43299435444057,0,1,0,1,0,1,0
"1283",38,17,0.314603324882256,0.125682699617199,-0.637429326484926,-0.788400948330822,1,0,0,0,0,0,0
"1284",27,17,1.1137019875402,-0.542804139813008,1.18178773882915,0.746238953199773,0,1,0,1,1,0,0
"1285",18,17,0.71827172148266,-0.579267058327383,1.92180823997386,0.970789634900806,0,1,0,0,0,1,0
"1286",19,17,0.495842196825295,0.814426715999836,0.842611675804491,-0.182743678789541,0,1,0,1,0,0,0
"1287",39,17,-1.74492931083409,-0.19843213162169,-0.945771201961887,0.744851314034769,0,1,0,1,1,0,0
"1288",39,17,1.23727394568318,-0.380746724193564,3.32373596714244,0.756587953033668,0,1,0,0,0,1,0
"1289",39,17,1.01484442102581,-0.482032608955717,-0.477091551236905,0.625507462689884,1,1,0,1,1,0,0
"1290",28,17,0.981891898854353,-0.421261078098425,2.65771751611221,0.362215824074763,0,0,0,0,0,1,0
"1291",40,18,-1.0282119536048,-0.113351988421481,-0.945771201961887,0.129144556121315,0,1,0,0,1,0,1
"1292",40,17,0.215745758367871,2.19191474876511,0.345153450034993,-1.80334963603103,1,0,0,0,1,0,0
"1293",26,17,0.281650802710794,-0.0161175390498148,-0.586039013905432,-0.376492888081768,1,0,0,0,0,1,0
"1294",40,17,-1.24240334771931,-0.380746724193564,-0.945771201961887,0.666225694396643,0,1,0,1,1,0,0
"1295",38,17,0.512318457911025,-0.137660600764398,0.630883587976977,0.733237562636699,1,1,0,1,1,0,0
"1296",40,17,-1.83554874680561,0.534877674056295,-0.945771201961887,0.316956179201808,0,1,0,0,1,0,1
"1297",39,17,-1.20121269500498,-0.542804139813008,-0.945771201961887,0.574234404608723,0,1,0,1,1,0,0
"1298",19,17,0.207507627825005,0.632112123427961,-0.0659690506009565,-0.160280396526572,0,0,0,0,0,1,1
"1299",37,17,0.0262687558819666,0.307997292189073,0.793276975728177,0.017717227331499,1,1,0,0,0,1,1
"1300",39,17,0.594699763339679,0.0243968148550462,1.2784015264786,0.838148995350116,1,1,0,1,1,0,0
"1301",28,17,-0.154970116061072,1.44645063691567,0.402710600124026,-1.75093900287485,1,0,0,0,0,0,1
"1302",40,17,-0.0643506800895528,-1.3895541364246,-0.296197650957088,0.0375080899922766,1,0,0,0,0,1,1
"1303",40,17,0.940701246140026,1.40188484762032,-0.450368588695569,-1.73695676285961,1,0,0,0,0,0,1
"1304",28,17,-1.2671177393479,-0.174123519278773,-0.945771201961887,0.103130361326639,0,1,0,1,1,0,1
"1305",39,17,0.965415637768622,-0.684604378480021,3.08322930427041,0.0167352562585955,0,1,0,1,1,0,0
"1306",40,17,-1.42364221966234,0.389025999998795,-0.945771201961887,0.939625538506075,0,1,0,1,1,0,1
"1307",19,17,0.874796201797103,-0.113351988421481,0.145759037226557,-0.211387327958409,1,0,0,0,1,0,0
"1308",39,17,0.265174541625063,-0.178174954669259,0.0902574996407042,-0.0959578308746663,1,1,0,1,1,0,1
"1309",40,17,0.948939376682892,-0.785890263242174,0.489046325257575,0.956200993189059,1,1,0,1,0,1,1
"1310",37,17,-1.39068969749088,-0.153866342326342,-0.945771201961887,-0.202669909138064,0,1,0,1,1,0,1
"1311",19,17,-1.7202149192055,0.0243968148550462,-0.945771201961887,0.614871825685589,0,1,0,1,1,0,1
"1312",40,17,0.487604066282429,0.5915977695231,0.887835150874445,0.305985263903023,1,1,0,1,1,0,1
"1313",40,17,-0.253827682575457,0.490311884760948,0.188926899793332,1.44528533583725,1,1,0,0,0,1,1
"1314",19,17,-1.39068969749088,1.09802719333386,-0.945771201961887,-1.33975014903105,0,0,0,0,0,0,1
"1315",27,17,-0.0231600273752258,0.0649111687599072,-0.242751725874414,-1.19390315648817,0,0,0,0,0,0,0
"1316",38,16,-0.303256465832649,1.88805709447865,2.42337769074972,-0.825886181880633,0,0,0,0,0,0,0
"1317",40,17,-0.187922638232534,1.68548532495435,0.400654987620846,-0.669800022868901,0,0,0,0,0,0,1
"1318",39,16,-1.47307100291954,-0.502289785908147,-0.945771201961887,-0.467381997636149,0,0,0,0,0,1,0
"1319",40,22,0.569985371711083,-0.785890263242174,0.262928949907803,1.22926517966459,0,1,0,0,0,1,1
"1320",40,22,1.00660629048295,-0.559009881374952,-0.19752825080446,0.185499885094471,1,1,0,1,0,1,1
"1321",40,22,1.04779694319728,-1.75418332156835,0.410933050136745,1.62166231899168,0,1,1,0,0,1,1
"1322",40,22,1.19608329296885,-0.502289785908147,-0.0433573130659792,0.404813975362006,1,1,0,1,1,0,1
"1323",40,22,-1.33302278369082,-0.64409002457516,-0.945771201961887,1.11007817413127,0,1,0,1,1,0,1
"1324",40,22,-0.970545039804747,-0.299718016383842,-0.945771201961887,0.637254233460622,0,1,0,1,1,0,1
"1325",40,22,0.866558071254238,-0.785890263242174,0.458212137709879,0.567960823326621,1,1,0,1,1,0,1
"1326",40,22,1.09722572645447,-0.785890263242174,0.832333613288592,0.280943365295036,0,1,0,1,1,0,1
"1327",39,22,0.569985371711083,-0.19843213162169,0.762442788180481,0.257152305471035,1,0,0,0,1,0,1
"1328",39,22,-1.88497753006281,-1.3895541364246,-0.945771201961887,1.77736941392311,0,1,1,0,0,1,1
"1329",36,22,-1.27535586989077,-0.785890263242174,-0.945771201961887,1.31631460008621,0,1,0,1,1,0,0
"1330",40,22,0.355793977596583,-0.23894648552655,-0.742265564147093,0.83382714959754,1,1,0,1,1,0,1
"1331",39,21,-1.24240334771931,-0.234895050136064,-0.945771201961887,0.393658926302545,0,1,0,1,1,0,0
"1332",30,22,0.660604807682603,-0.299718016383842,0.776832075702739,0.100454820953705,1,1,0,0,1,0,1
"1333",30,22,0.660604807682603,-0.299718016383842,0.776832075702739,0.100454820953705,1,1,0,0,1,0,1
"1334",40,22,0.850081810168507,-1.3895541364246,3.51696354244134,0.384548229488041,0,0,1,0,0,1,1
"1335",27,22,-1.24240334771931,-0.785890263242174,-0.945771201961887,0.965266306921879,0,1,0,1,1,0,1
"1336",39,22,-1.25887960880504,-0.137660600764398,-0.945771201961887,-0.761493997778121,0,0,0,0,0,0,0
"1337",39,21,0.347555847053717,-0.178174954669259,1.7244694396686,0.448624288094791,0,1,0,1,0,1,0
"1338",27,21,0.957177507225757,-0.340232370288703,-0.312642550982526,1.21287702200507,1,1,0,1,1,0,0
"1339",38,22,1.07251133482587,-1.75418332156835,-0.271530300918931,0.200453982668192,1,1,0,1,1,0,0
"1340",37,22,-1.44835661129094,-0.137660600764398,-0.945771201961887,0.467150746846883,0,1,0,0,0,0,1
"1341",38,22,-1.38245156694802,-0.299718016383842,-0.945771201961887,-0.0980768642201778,0,0,0,0,1,0,0
"1342",37,21,-1.86026313843421,0.474106143199003,-0.945771201961887,1.32013091403055,0,1,0,1,1,0,0
"1343",39,21,1.03132068211155,-1.75418332156835,3.73074724277203,1.80034966481026,0,1,1,0,0,1,0
"1344",28,22,0.660604807682603,-0.502289785908147,-0.156416000740865,0.571120866459559,1,1,0,1,1,0,1
"1345",33,21,0.50408032736816,-0.785890263242174,0.544547862843428,1.37176887431345,1,1,0,1,1,0,0
"1346",39,21,-1.13530765066205,-0.583318493717869,-0.945771201961887,0.259612338692229,0,0,0,0,1,0,0
"1347",28,21,0.248698280539332,1.30059896285817,0.538381025333889,-1.48158492498237,0,0,0,0,0,0,1
"1348",40,22,-0.896401864918958,-0.785890263242174,-0.945771201961887,0.0980482297640029,0,1,0,0,0,0,1
"1349",40,22,-0.896401864918958,-0.785890263242174,-0.945771201961887,0.0980482297640029,0,1,0,0,0,0,1
"1350",39,21,1.26198833731178,-0.137660600764398,1.85808425237529,0.87509342022092,1,1,0,1,1,0,0
"1351",39,21,-1.90145379114854,0.231020019769837,-0.945771201961887,0.86434843128662,0,1,0,1,1,0,0
"1352",39,21,0.751224243654122,0.105425522664768,0.164259549755175,-0.039964806193528,1,0,0,0,0,1,0
"1353",39,21,1.3278933816547,-1.75418332156835,0.622661137964258,0.414468387096901,1,1,1,0,0,0,0
"1354",39,21,0.981891898854353,0.226968584379351,-0.172860900766303,0.569361662174159,0,1,0,1,1,0,0
"1355",39,21,-2.04150201037725,-0.559009881374952,-0.945771201961887,0.76215818654815,0,1,0,1,1,0,0
"1356",39,21,1.08074946536874,-0.785890263242174,0.630883587976977,-0.453492050952144,0,0,0,0,0,0,0
"1357",36,21,1.26198833731178,-0.785890263242174,0.684329513059651,0.392219323702174,1,1,0,1,0,1,1
"1358",27,21,-1.16002204229065,0.0243968148550462,-0.945771201961887,0.490266357611877,0,1,0,0,1,0,1
"1359",40,21,-1.11883138957632,-0.0566318929546759,-0.945771201961887,0.211661544907064,0,1,0,1,1,0,1
"1360",39,21,-1.34126091423369,-0.380746724193564,-0.945771201961887,0.369773033377185,0,1,0,1,1,0,0
"1361",39,21,0.80889115745418,-1.75418332156835,0.649384100505595,1.76058450740674,0,1,1,0,0,1,1
"1362",39,21,-0.245589552032592,-0.603575670670299,1.64018932703823,0.863098605425114,0,1,0,1,0,1,1
"1363",27,21,-1.44835661129094,-0.704861555432452,-0.945771201961887,0.484690000595706,0,1,0,1,1,0,0
"1364",37,21,1.03132068211155,-0.785890263242174,0.271151399920522,0.830838150239748,1,1,0,1,0,1,0
"1365",39,21,-1.0282119536048,-0.178174954669259,-0.945771201961887,0.112267653675953,0,1,0,1,0,0,0
"1366",30,21,-0.089065071718149,0.18645423047449,0.655550938015134,0.813220494061981,0,1,0,1,1,0,1
"1367",40,21,-1.36597530586229,0.226968584379351,-0.945771201961887,0.785933141451248,0,1,0,0,1,0,1
"1368",39,21,0.248698280539332,0.267482938284212,1.80463832729261,-0.216642150982789,0,0,0,0,0,1,0
"1369",39,21,0.973653768311488,-0.785890263242174,2.87561244144926,0.546627597815746,0,1,0,0,0,1,0
"1370",40,21,-1.20945082554784,-0.785890263242174,-0.945771201961887,-0.437773424433148,0,1,0,1,0,0,1
"1371",39,21,-1.48954726400527,-0.482032608955717,-0.945771201961887,0.350507524241785,0,1,0,1,1,0,0
"1372",40,21,-0.278542074204053,0.393077435389281,0.341042225028633,0.679556950728927,0,0,0,0,1,0,0
"1373",28,21,-0.253827682575457,0.575392027961156,1.01939435107795,-0.352294174071821,0,0,0,0,0,1,1
"1374",26,21,0.660604807682603,-1.75418332156835,0.554825925359327,1.709337344016,0,1,1,0,0,1,1
"1375",30,21,0.981891898854353,0.226968584379351,0.902224438396704,0.983082652757014,0,1,0,0,1,0,1
"1376",25,21,-1.36597530586229,-0.178174954669259,-0.945771201961887,0.940125783532058,0,1,0,1,1,0,1
"1377",40,21,-1.82731061626275,0.0649111687599072,-0.945771201961887,0.368950454556152,0,1,0,1,1,0,1
"1378",33,21,-0.558638512661477,1.50317073238247,-0.456535426205108,-1.24318888215159,1,0,0,0,0,0,1
"1379",40,21,0.932463115597161,-1.3895541364246,0.242372824876005,0.187718986917026,1,0,1,0,0,1,1
"1380",32,21,-1.077640736862,-0.785890263242174,-0.945771201961887,-0.0703923197475089,0,1,0,1,1,0,1
"1381",36,21,0.833605549082776,-0.785890263242174,-0.468869101224187,0.997684729079463,0,1,0,1,0,1,0
"1382",37,21,-2.21450275177742,0.875198246857127,-0.945771201961887,0.2696077568345,0,1,0,0,1,0,0
"1383",34,21,0.841843679625641,-0.542804139813008,-0.152304775734506,-0.669800022868901,0,0,0,0,1,0,0
"1384",40,22,0.965415637768622,0.267482938284212,2.00608835260423,0.437441479976164,1,1,0,0,1,0,1
"1385",39,21,-1.84378687734848,-0.137660600764398,-0.945771201961887,0.732986430447547,0,1,0,1,1,0,0
"1386",40,21,0.850081810168507,-0.441518255050856,0.857000963326749,-0.126408005928517,1,0,0,0,1,0,1
"1387",40,21,0.602937893882545,-0.785890263242174,-0.435979301173311,0.971095892152956,1,1,0,1,1,0,1
"1388",40,21,-1.25064147826217,-0.785890263242174,-0.945771201961887,0.103893927491209,0,1,0,1,1,0,1
"1389",40,21,0.91598685451143,-0.704861555432452,-0.0721358881104956,1.7022185805193,1,1,0,0,0,1,1
"1390",32,20,0.149840714024948,-0.542804139813008,0.408877437633565,-0.316603060575533,0,0,0,0,0,1,0
"1391",36,21,-1.58016669997679,1.50317073238247,-0.945771201961887,-1.06096468915733,0,0,0,0,1,0,1
"1392",40,21,0.817129287997045,-0.137660600764398,3.62796661761305,0.652434490442326,1,1,0,1,1,0,1
"1393",39,21,-1.65430987486258,-0.174123519278773,-0.945771201961887,1.16414827567395,0,1,0,1,1,0,0
"1394",26,21,-1.41540408911948,-0.785890263242174,-0.945771201961887,-0.0597758390983994,0,1,0,1,1,0,1
"1395",38,20,-0.122017593889611,-1.3895541364246,0.110813624672502,-0.255749320931587,0,0,1,0,0,0,0
"1396",36,21,0.314603324882256,-0.137660600764398,-0.398978276116075,-0.825886181880633,1,0,0,0,1,0,1
"1397",39,21,-1.44835661129094,-0.502289785908147,-0.945771201961887,0.17195970102365,0,1,0,1,1,0,0
"1398",39,20,-1.22592708663357,-0.785890263242174,-0.945771201961887,-1.17782728172226,0,0,0,0,0,0,0
"1399",31,20,0.957177507225757,-0.785890263242174,-0.12147058818681,1.37202687956643,0,1,0,0,0,1,0
"1400",39,20,-1.32478465314796,-0.785890263242174,-0.945771201961887,0.644920592937453,0,1,0,1,1,0,0
"1401",39,21,0.924224985054295,-1.75418332156835,1.98142100256607,1.89181773244107,0,1,1,0,0,1,0
"1402",36,21,0.569985371711083,-0.502289785908147,1.54357553938878,0.722183998191175,1,1,0,1,1,0,0
"1403",40,21,-2.04150201037725,-0.64409002457516,-0.945771201961887,0.594434734491637,0,1,0,1,1,0,1
"1404",37,20,1.10546385699733,-0.785890263242174,0.702830025588268,1.1488815792294,0,1,0,1,1,0,0
"1405",39,20,-1.45659474183381,-0.137660600764398,-0.945771201961887,0.558279438821087,0,1,0,1,1,0,0
"1406",40,13,1.1384163791688,-0.785890263242174,1.33595867656763,0.505537257817193,0,1,0,1,1,0,1
"1407",37,14,0.232222019453602,0.210762842817407,-0.686764026561239,0.901624568812565,1,1,0,1,1,0,1
"1408",28,13,0.635890416054006,-0.785890263242174,0.785054525715458,0.728710751000075,0,1,0,1,0,1,1
"1409",40,13,0.635890416054006,-0.461775432003286,0.217705474837848,-0.696400644200824,0,1,0,1,0,0,1
"1410",24,13,0.891272462882834,0.429540353903656,0.380098862589048,-1.5722585055325,0,0,0,0,0,0,1
"1411",40,13,-0.921116256547555,-0.482032608955717,-0.945771201961887,-0.490119242249476,0,1,0,1,0,0,0
"1412",27,13,1.1137019875402,-0.785890263242174,-0.421590013651052,0.557513517645649,0,1,0,1,0,0,1
"1413",29,13,0.520556588453891,-0.421261078098425,0.119036074685221,0.0817575035312934,0,0,0,0,0,1,0
"1414",24,13,0.652366677139737,-0.785890263242174,0.52810296281799,0.873427740355228,0,1,0,1,1,0,1
"1415",17,13,0.850081810168507,1.5234279093349,-0.314698163485706,-1.51322988249267,1,0,0,0,1,0,1
"1416",31,13,1.04779694319728,1.3208561398106,0.982393326020714,-0.376492888081768,0,0,0,0,0,0,1
"1417",38,13,0.874796201797103,-0.157917777716828,1.38734898914712,-0.0339764318875361,0,0,0,0,1,0,0
"1418",39,13,-1.01997382306194,-0.380746724193564,-0.945771201961887,-0.749421001443562,0,0,0,0,0,1,1
"1419",32,13,-0.204398899318265,1.02104992091463,-0.283863975938009,-0.985939367624627,1,0,0,0,1,0,1
"1420",16,13,1.02308255156868,-0.785890263242174,1.21056631387367,0.49397246867167,1,1,0,1,0,1,1
"1421",40,13,0.281650802710794,-0.441518255050856,-0.396922663612895,-0.551420622655819,0,0,0,0,0,0,1
"1422",20,13,1.09722572645447,-0.579267058327383,0.52399173781163,0.838015171149648,1,1,0,1,0,1,1
"1423",36,13,0.158078844567813,0.97648413161928,-0.353754801046121,-0.927962154280383,1,0,0,0,0,0,1
"1424",28,13,-0.748115515147381,-0.360489547241133,-0.945771201961887,-0.886401661240709,0,0,0,0,1,0,1
"1425",28,13,-0.0396362884609566,-0.0525804575641897,0.466434587722598,-0.101573562287166,1,1,0,1,1,0,1
"1426",40,13,-1.44011848074807,0.267482938284212,-0.945771201961887,0.621030331306942,0,1,0,1,1,0,1
"1427",33,13,-0.262065813118322,0.980535567009766,-0.257141013396673,-1.00007945273978,0,0,0,0,0,0,0
"1428",18,12,0.273412672167929,0.980535567009766,0.156037099742456,-0.827506535049418,0,0,0,0,0,0,0
"1429",22,12,0.034506886424832,-0.482032608955717,1.19823263885459,-0.0469413422325203,0,1,0,1,0,1,0
"1430",23,13,-1.25064147826217,-0.380746724193564,-0.945771201961887,-0.00146015972913787,0,0,0,0,0,1,1
"1431",39,12,0.710033590939795,-0.259203662478981,0.842611675804491,-0.658438820156359,0,0,0,0,0,0,0
"1432",38,13,0.0262687558819666,0.226968584379351,-0.253029788390313,-1.35766549774553,0,0,0,0,0,0,1
"1433",13,12,1.03955881265441,0.875198246857127,-0.246862950880774,-0.3302974893659,1,0,0,0,1,0,0
"1434",26,12,-0.196160768775399,2.35802359977504,2.1006465277505,-0.97751872956389,0,0,0,0,0,1,0
"1435",32,12,0.339317716510852,0.672626477332822,-0.565482888873635,-2.73781011300414,0,0,0,0,0,0,0
"1436",22,12,0.578223502253948,0.16619705352206,-0.731987501631194,-1.29760495918449,1,0,0,0,0,1,0
"1437",26,12,0.512318457911025,0.226968584379351,1.4407949142298,-0.284914526231071,0,0,0,0,1,0,0
"1438",34,12,0.108650061310621,-0.356438111850647,0.341042225028633,0.306795382634957,0,1,0,0,0,1,0
"1439",35,12,1.03955881265441,-0.380746724193564,1.14067548876555,1.04276228098738,0,1,0,1,1,0,0
"1440",39,12,-1.2918321309765,0.226968584379351,-0.945771201961887,1.00371981619147,0,1,0,0,1,0,0
"1441",32,12,0.545270980082487,0.551083415618239,1.47985155179021,-1.85263536169444,0,0,0,0,0,0,0
"1442",39,12,0.265174541625063,0.247225761331782,0.0265335120421322,-0.9388343894785,0,0,0,0,0,1,0
"1443",39,12,0.726509852025526,1.62471379409706,-0.232473663358516,-1.29069423453888,0,0,0,0,1,0,0
"1444",39,12,0.108650061310621,-0.279460839431411,-0.612761976446769,0.214146436181994,1,1,0,1,0,1,0
"1445",39,12,-0.253827682575457,0.0689626041503932,-0.0269124130405413,1.03998602354728,1,1,0,1,1,0,0
"1446",39,12,-1.27535586989077,-0.234895050136064,-0.945771201961887,0.53357428119151,0,1,0,1,0,1,0
"1447",30,12,-1.25887960880504,-0.380746724193564,-0.945771201961887,0.917099159305758,0,1,0,1,1,0,0
"1448",39,12,-0.0725888106324182,0.733398008190114,0.44793407519398,0.989509319911623,0,1,0,1,0,1,0
"1449",39,12,0.948939376682892,-0.482032608955717,0.182760062283793,1.41973891693814,1,1,0,1,0,0,0
"1450",39,14,0.907748723968565,-0.421261078098425,-0.176972125772663,-0.0324830587268054,1,0,0,0,1,0,0
"1451",17,12,0.874796201797103,-0.785890263242174,-0.11735936318045,0.987360051571421,0,1,0,1,1,0,0
"1452",17,12,-1.62959548323398,2.23648053806046,-0.945771201961887,-1.33264337473894,0,0,0,0,0,1,0
"1453",39,12,0.825367418539911,-0.178174954669259,0.0882018871375244,-0.441139085140738,0,1,0,1,0,0,0
"1454",17,12,0.91598685451143,-0.559009881374952,0.217705474837848,1.33724542950958,0,1,0,1,0,1,0
"1455",38,12,-0.00668376628949498,-0.62383284762273,1.20234386386095,0.425778762631876,1,1,0,1,1,0,0
"1456",38,12,0.660604807682603,0.611854946475531,1.12217497623694,0.0188716666836627,0,0,0,0,0,1,0
"1457",38,12,0.578223502253948,-0.421261078098425,-0.561371663867275,0.233028649759903,0,1,0,1,1,0,0
"1458",39,12,0.668842938225468,-0.0768890699071064,0.0902574996407042,0.297812044826044,0,1,0,0,1,0,0
"1459",31,12,-0.270303943661188,0.206711407426921,-0.329087451007964,-0.00292301138974126,0,0,0,0,0,1,1
"1460",39,12,0.907748723968565,0.125682699617199,-0.470924713727366,0.227363737333459,1,1,0,1,1,0,0
"1461",18,12,-1.4813091334624,-0.684604378480021,-0.945771201961887,-0.101386032816217,0,1,0,1,0,1,1
"1462",28,12,0.833605549082776,-0.785890263242174,2.58577107850091,0.263049635106382,0,1,0,1,0,1,1
"1463",30,12,0.438175283025237,-0.0971462468595369,-0.528481863816399,-0.0171574979473002,1,1,0,0,0,1,1
"1464",29,13,0.39698463031091,-0.482032608955717,1.93208630248976,0.808587453022005,1,1,0,1,1,0,1
"1465",38,12,0.149840714024948,-0.340232370288703,-0.538759926332298,-0.489471746697972,1,0,0,0,0,1,0
"1466",18,12,0.998368159940084,0.632112123427961,-0.674430351542161,-0.783472812891098,1,0,0,0,1,0,0
"1467",31,12,0.924224985054295,0.530826238665809,-0.707320151593037,-0.295901224564183,1,1,0,1,1,0,1
"1468",27,12,0.710033590939795,0.267482938284212,1.42640562670754,-0.378370564731488,0,0,0,0,0,0,1
"1469",28,12,0.858319940711372,1.73005111424969,0.731608600632785,-1.7936834936337,1,0,0,0,0,1,1
"1470",37,12,-0.0973032022610144,4.16091234854135,0.281429462436421,-0.321226369724015,0,0,0,0,0,1,1
"1471",40,12,1.1137019875402,-0.785890263242174,2.09859091524732,0.551088621404111,0,1,0,1,0,1,1
"1472",21,12,0.39698463031091,2.33776642282261,-0.52025941380368,-2.0896229271809,1,0,0,0,0,1,1
"1473",34,12,0.158078844567813,2.21622336110803,1.72035821466224,-1.85765399728384,0,0,0,0,1,0,1
"1474",29,12,-1.9096919216914,0.75770662053303,-0.945771201961887,0.257989168589407,0,1,0,1,0,1,0
"1475",19,12,0.981891898854353,-0.380746724193564,0.489046325257575,0.349998405683273,0,1,0,1,1,0,1
"1476",30,12,-0.286780204746919,2.02985733314567,0.799443813237716,-1.4037825983204,0,0,0,0,1,0,0
"1477",39,20,-1.25887960880504,-0.19843213162169,-0.945771201961887,-0.0215372426288624,0,1,0,1,1,0,0
"1478",39,20,-0.888163734376093,-0.137660600764398,-0.945771201961887,0.781944579648363,0,1,0,1,1,0,0
"1479",34,20,1.37732216491189,-0.785890263242174,0.116980462182041,0.792258415710772,0,1,0,1,1,0,0
"1480",39,20,-1.53897604726246,-0.441518255050856,-0.945771201961887,0.732376363245706,0,1,0,1,1,0,0
"1481",33,20,1.15489264025453,-0.785890263242174,0.0861462746343448,-1.3685181077997,0,0,0,0,0,0,0
"1482",36,20,-0.220875160403995,0.672626477332822,0.0100886120166942,0.0402979511378805,0,0,0,0,0,1,0
"1483",24,20,-1.18473643391925,-0.137660600764398,-0.945771201961887,0.804692841761989,0,1,0,1,1,0,0
"1484",39,20,-1.11059325903346,0.0243968148550462,-0.945771201961887,-0.140134858981516,0,1,0,0,1,0,0
"1485",39,20,-2.23097901286315,1.07777001638143,-0.945771201961887,-1.05211433996026,0,0,0,0,1,0,0
"1486",30,20,0.866558071254238,-0.704861555432452,-0.456535426205108,0.499514557494212,1,1,0,1,1,0,0
"1487",26,20,0.71827172148266,-0.785890263242174,0.373932025079509,0.415709612842183,0,1,0,1,0,0,1
"1488",39,20,-0.0149218968323604,1.13854154723872,-0.509981351287781,-1.19390315648817,1,0,0,0,0,0,0
"1489",35,20,-1.40716595857661,-0.502289785908147,-0.945771201961887,0.542723491821784,0,1,0,0,1,0,0
"1490",40,20,-2.04974014092011,-0.19843213162169,-0.945771201961887,0.0752692588228692,0,1,0,1,1,0,1
"1491",39,20,0.775938635282718,-0.785890263242174,1.16945406381007,-0.0794818233999254,0,0,0,0,1,0,0
"1492",39,20,-1.38245156694802,-0.0971462468595369,-0.945771201961887,0.903451515287553,0,1,0,1,1,0,0
"1493",39,20,0.751224243654122,-0.137660600764398,0.209483024825129,0.476201357925607,0,1,0,1,0,1,0
"1494",38,20,1.14665450971166,-0.380746724193564,0.324597325003195,-0.15625556222726,1,1,0,1,1,0,0
"1495",39,20,0.166316975110678,0.267482938284212,-0.660041064019903,-0.914803649215698,1,0,0,0,1,0,0
"1496",35,20,0.569985371711083,-0.137660600764398,-0.581927788899072,-0.551420622655819,0,0,0,0,1,0,1
"1497",24,20,0.298127063796525,0.145939876569629,3.09350736678631,0.438402026083851,1,1,0,0,0,1,1
"1498",39,20,-1.63783361377684,-0.396952465755508,-0.945771201961887,0.635417662663796,0,1,0,1,1,0,0
"1499",39,20,0.298127063796525,-0.336180934898217,-0.5182038013005,-1.35047371386911,1,0,0,0,0,0,0
"1500",39,20,0.998368159940084,0.0243968148550462,0.579493275397484,0.209121699823805,0,1,0,0,1,0,0
"1501",33,20,-1.36597530586229,-0.785890263242174,-0.945771201961887,0.509497395903582,0,1,0,1,1,0,0
"1502",39,20,0.990130029397219,-0.785890263242174,0.552770312856147,0.234379058601789,1,1,0,1,0,0,0
"1503",39,20,-1.53897604726246,-0.599524235279813,-0.945771201961887,0.528855417466567,0,1,0,1,1,0,0
"1504",39,20,0.19926949728214,-0.704861555432452,0.748053500658223,0.458906672222632,1,1,0,0,1,0,1
"1505",39,20,-1.61311922214825,-0.137660600764398,-0.945771201961887,0.459724510965873,0,1,0,1,1,0,0
"1506",26,20,0.322841455425121,-0.380746724193564,0.589771337913382,0.722039439996972,0,1,0,0,0,1,0
"1507",39,20,1.04779694319728,-0.785890263242174,-0.479147163740085,0.731119562315022,0,1,0,1,1,0,1
"1508",35,20,-1.52249978617673,-0.137660600764398,-0.945771201961887,1.03130276295373,0,1,0,1,1,0,0
"1509",39,19,0.932463115597161,-0.785890263242174,1.18384335133233,0.723412181838683,1,1,0,1,0,1,0
"1510",40,20,-1.48954726400527,-0.153866342326342,-0.945771201961887,-0.194401681591705,0,1,0,1,1,0,1
"1511",32,19,-1.47307100291954,-0.279460839431411,-0.945771201961887,0.561540310213013,0,1,0,1,0,1,0
