"","Ti","Yi","Di","credit.score","interest.rate","pti","veh.value","co.sign","new.used","subvent.rate","subvent.cash","veh.pick.up","veh.suv"
"105",52,47,1,1.00787522897646,-0.733029272342419,0.11456686270944,0.0128902465381371,0,1,0,1,0,1
"106",63,47,1,0.717644823394165,-0.179210467187702,-0.0406344797108761,-0.418377466218098,1,0,0,0,0,0
"107",63,47,1,0.717644823394165,-1.73400548314058,1.10546774123915,0.566117272839841,0,1,1,0,0,0
"108",61,47,1,0.251203100136903,-1.36479294637076,-0.114653581480565,0.0257369495822785,1,1,1,0,0,0
"109",63,47,1,-0.132315650096846,0.292561107573724,-1.00049508975652,0.518911067809039,1,1,0,1,1,0
"110",62,47,1,-1.6560252794039,0.497679183556952,-1.27030665427184,-0.256951278144303,0,1,0,1,0,1
"111",59,47,1,0.873125397813253,-0.527911196359191,0.642251426938513,0.161317107276386,0,1,0,1,0,0
"112",48,47,1,0.873125397813253,-1.73400548314058,1.2869339262229,1.41828240075634,1,1,1,0,0,0
"113",64,47,1,0.230472356881025,-0.733029272342419,1.01234693578696,0.00714352936958078,0,1,0,1,0,1
"114",63,47,1,-1.50054470498482,-0.0971632367944108,-1.27030665427184,1.03176646480214,0,1,0,1,1,0
"115",58,47,1,-0.557295886842352,0.313072915172046,1.0577134820329,-1.22294653095161,0,0,0,0,0,0
"116",64,47,1,-2.55781261103461,-1.73400548314058,-1.27030665427184,0.89522397511006,0,1,1,0,1,0
"117",64,47,1,-1.7078521375436,-0.322793120375962,-1.27030665427184,0.983818636850878,0,1,0,1,1,0
"118",55,47,1,-0.660949603121743,0.645364198264877,-0.408342275599008,-0.526982868709407,0,0,0,0,0,1
"119",57,47,1,0.987144485720584,-0.954556794404306,2.26589623995104,0.705961603504978,0,0,1,0,1,0
"120",64,47,1,0.893856141069131,-1.73400548314058,3.24247084071888,0.568417082104587,0,1,1,0,0,0
"121",62,47,1,-0.526199771958534,0.948938950720055,0.26499277920913,-0.550949058172628,0,0,0,0,1,0
"122",63,47,1,-0.267065481260055,2.71705676569549,0.881022722969767,-0.975492997499358,0,0,0,0,1,0
"123",65,47,1,-0.215238623120359,1.13354521910496,1.72866082388072,-1.46897374116622,0,0,0,0,0,0
"124",63,47,1,1.11152894525585,-0.954556794404306,0.565844612208511,-1.17816730315674,0,0,1,0,0,0
"125",63,47,1,-2.04990940126559,-0.527911196359191,-1.27030665427184,0.51321286168205,0,1,0,0,1,0
"126",62,47,1,1.09079820199998,-1.73400548314058,4.96878731102485,1.14776432130039,0,1,1,0,0,1
"127",63,47,1,0.209741613625146,-1.73400548314058,1.59494889810322,0.628480344893617,0,1,1,0,0,1
"128",48,47,1,0.800567796417679,-0.220234082384348,0.580170889970386,1.58942532196655,1,1,0,1,0,1
"129",49,47,1,0.427414417811869,0.107954839188818,-0.112265868520252,-1.03428046984312,0,0,0,0,0,0
"130",52,47,1,0.800567796417679,-0.527911196359191,2.83655963746574,1.08495111415642,0,1,0,1,0,1
"131",64,47,1,0.852394654557375,-1.73400548314058,0.0238337702175627,0.52169991856215,1,1,1,0,0,1
"132",64,47,1,-2.39196666498758,-0.404840350769254,-1.27030665427184,0.611571317039207,0,1,0,1,0,1
"133",64,47,1,0.0335302959501807,-1.73400548314058,-0.136142998123378,0.530467694341476,0,1,1,0,0,1
"134",64,57,1,0.7798370531618,-1.73400548314058,0.16232112191569,0.71634677799622,0,1,1,0,0,1
