"","Xi","Yi","credit.score","interest.rate","pti","veh.value","co.sign","new.used","subvent.rate","subvent.cash","veh.pick.up","veh.suv"
"520",39,24,-1.63472983086412,-0.227777809764422,-0.979053612491952,0.367603291835663,0,1,0,1,1,0
"521",26,24,-0.990283023369533,-0.211983248685485,-0.979053612491952,0.749959965452149,0,1,0,1,1,0
"522",39,24,0.357196665028231,-1.76379887469107,0.363875295281036,0.780164987417942,0,1,0,1,1,0
"523",35,24,0.725451983596565,-0.824022490494302,-0.657160729254763,1.09366628355224,0,1,0,1,1,0
"524",39,24,0.943057399114216,-1.7677475149608,0.361825022139397,0.135248999893375,1,1,1,0,0,1
"525",39,24,0.675235349246337,0.163137576939274,1.69450256420419,0.441406507453258,1,1,0,1,1,0
"526",40,24,-1.3501689028795,-0.192240047336813,-0.979053612491952,0.626450458472349,0,1,0,1,1,0
"527",39,24,-1.40875497628809,-0.211983248685485,-0.979053612491952,0.274555924997116,0,1,0,1,1,0
"528",35,24,0.825885252297019,-0.824022490494302,0.329020651873187,0.916530804023101,0,1,0,1,1,0
"529",39,24,-1.80211861203154,-0.247521011113094,-0.979053612491952,-0.0889851741736546,0,1,0,1,1,0
"530",39,24,-2.36287102894241,0.107856613162994,-0.979053612491952,1.0497702981316,0,1,0,1,1,0
"531",38,24,0.0140496636350117,-0.192240047336813,-0.638708270980019,0.323293151039388,0,1,0,1,0,1
"532",25,23,-0.0194280925984731,-0.488388067566886,0.419232670105266,0.766557808332115,0,1,0,1,1,0
"533",39,23,1.37826823014952,-0.824022490494302,-0.433680956816204,0.47886511746409,0,1,0,0,1,0
"534",39,23,-0.0863836050654428,0.498771999866689,0.193702624525069,-0.216363657698566,1,0,0,0,0,1
"535",39,23,0.993274033464443,0.163137576939274,0.40283048497216,-0.526481641106334,0,0,0,0,0,1
"536",38,29,0.876101886647246,-0.0342944365474413,0.257261091915852,-0.481860729535717,0,0,0,0,0,0
"537",38,30,-1.47571048875506,-0.681871440783867,-0.979053612491952,1.29458843322647,0,1,0,1,1,0
"538",39,29,1.07696842404816,-0.824022490494302,-0.058480971896423,-0.493374991908296,1,1,0,1,0,0
"539",36,29,0.976535155347701,-0.287007413810437,-0.158944355836692,0.796568527939934,0,1,0,1,1,0
"540",39,29,-1.69331590427272,-0.654230958895727,-0.979053612491952,-0.492362840139302,0,0,0,0,0,1
"541",37,29,-1.96950739319897,-0.192240047336813,-0.979053612491952,0.850585923386244,0,1,0,1,1,0
"542",39,29,-1.69331590427272,-0.705563282402273,-0.979053612491952,0.334207570425265,0,1,0,1,1,0
"543",39,29,-1.19951899982881,-0.824022490494302,-0.979053612491952,0.845697536663731,0,1,0,1,1,0
"544",38,29,-1.73516309956457,0.194726699097148,-0.979053612491952,1.31166439844595,0,1,0,1,1,0
"545",39,29,0.817515813238648,-0.587104074310244,-0.0543804256131467,1.60804791951187,1,1,0,1,0,1
"546",39,29,-1.50081880593018,-0.227777809764422,-0.979053612491952,-0.0943170968068042,0,1,0,0,1,0
"547",40,29,0.248393957269406,0.589590726070578,0.519696054045535,-0.540527720202418,1,0,0,0,1,0
"548",39,29,-1.20788843888718,-0.192240047336813,-0.979053612491952,0.399798706069096,0,1,0,1,1,0
"549",39,29,-1.38364665911298,-0.824022490494302,-0.979053612491952,0.135744560686473,0,1,0,1,1,0
"550",39,29,-1.51755768404692,-0.745049685099616,-0.979053612491952,0.968774290815524,0,1,0,1,1,0
"551",38,29,-1.82722692920665,-0.113267241942127,-0.979053612491952,0.2712956015554,0,1,0,1,1,0
"552",39,29,-1.41712441534647,-0.192240047336813,-0.979053612491952,0.113109948753279,0,1,0,1,0,1
"553",39,29,1.10207674122327,-0.429158463520872,-0.798629576027795,1.11766597032315,1,1,0,1,1,0
"554",39,29,-1.68494646521434,-0.231726450034157,-0.979053612491952,-0.0425300391554665,0,1,0,0,1,0
"555",39,28,-1.56777431839715,-1.7677475149608,-0.979053612491952,1.08926301250618,0,1,1,0,0,1
"556",39,28,-0.940066389019306,-0.824022490494302,-0.979053612491952,-0.73467937474493,0,0,0,0,0,0
"557",39,28,-0.128230800357299,-0.508131268915558,-0.357820850575593,0.585804574380166,1,0,0,0,1,0
"558",38,28,-1.00702190148628,0.163137576939274,-0.979053612491952,1.28712274386388,0,1,0,1,0,1
"559",39,28,0.750560300771678,-0.287007413810437,-0.0953858884459097,-0.550405175779815,1,0,0,0,0,0
"560",39,28,0.0977440542187238,-0.666076879704929,-0.579250349872513,0.719122768723628,1,1,0,0,1,0
"561",39,28,1.04349066781467,-0.824022490494302,-0.214301730660922,0.92248175240563,0,0,0,1,0,0
"562",39,28,1.06859898498978,-0.448901664869543,4.10972432505393,0.985475870476327,1,1,0,1,1,0
"563",39,28,0.198177322919178,0.123651174241931,-0.212251457519284,0.459371170824102,1,1,0,1,1,0
"564",39,28,-1.902551880732,0.305288626649708,-0.979053612491952,1.28295873495811,0,1,0,1,1,0
"565",39,28,1.10207674122327,-1.7677475149608,0.493042503204239,1.20031865197198,0,1,1,0,0,0
"566",39,28,0.83425469135539,-0.673974160244398,1.29264902844312,0.991432537961975,1,1,0,0,1,0
"567",39,28,1.30294327862418,-1.41236989068471,1.05481734401309,0.242494180329218,1,0,1,0,0,1
"568",36,28,1.23598776615721,-1.7677475149608,2.78524787555569,1.14716766124916,0,1,1,0,0,0
"569",31,28,0.733821422654936,-0.824022490494302,0.283914642757148,0.687512801166384,0,1,0,1,0,1
"570",40,28,-0.00268921448173068,0.123651174241931,-0.0133749627803837,0.699014239358412,0,1,0,1,1,0
"571",39,28,0.784038057005163,-1.7677475149608,-0.357820850575593,1.10534441047862,1,1,1,0,0,1
"572",32,28,0.758929739830049,-1.7677475149608,-0.158944355836692,1.92692846847678,0,1,1,0,0,1
"573",39,28,0.842624130413761,-1.7677475149608,0.355674202714483,1.30049391149888,1,1,1,0,0,0
"574",39,28,-1.82722692920665,0.18682941855768,-0.979053612491952,0.207518580547536,0,0,0,0,0,1
"575",39,27,1.01838235063956,0.123651174241931,2.17016593306424,0.937095029951434,0,1,0,1,0,0
"576",39,27,0.96816571628933,-1.7677475149608,1.22293974162742,1.72600474636162,1,1,1,0,0,1
"577",38,27,0.817515813238648,0.163137576939274,-0.181497360394712,0.126688084371204,1,0,0,0,1,0
"578",40,28,-1.09071629206999,-0.587104074310244,-0.979053612491952,0.285139735988662,0,1,0,1,1,0
"579",37,27,-0.0612752878903291,0.897584667109854,-0.439831776241119,-0.864467443050448,1,0,0,0,1,0
"580",34,27,0.69197422736308,-1.7677475149608,1.5981397265472,1.70800934497604,0,1,1,0,0,1
"581",37,27,0.725451983596565,-1.7677475149608,2.06150145655742,1.4237532126329,0,1,1,0,0,0
"582",39,27,1.31968215674092,-1.01750586371128,0.296216281606977,0.0529751703120269,0,1,0,1,0,0
"583",38,27,-1.46734104969669,-0.192240047336813,-0.979053612491952,0.0106782091402396,0,1,0,1,1,0
"584",37,27,-0.228664069057753,-0.192240047336813,1.00971133489705,0.910816013950228,0,1,0,1,1,0
"585",31,27,-1.5510354402804,-0.745049685099616,-0.979053612491952,0.91455261854772,0,1,0,1,0,1
"586",31,27,1.22761832709884,0.0446783688472448,2.20297030333046,0.975421610473984,1,1,0,1,0,1
"587",39,27,-0.170077995649155,0.97655747250454,2.99642600914442,0.0774045644200835,1,0,0,0,1,0
"588",34,27,-1.45060217157995,-0.227777809764422,-0.979053612491952,0.867066055418548,0,1,0,1,1,0
"589",39,27,0.332088347853118,0.32503182799838,0.53609823917864,-0.383108973348733,1,0,0,0,1,0
"590",39,27,-1.21625787794556,0.163137576939274,-0.979053612491952,0.268883338857962,0,1,0,1,1,0
"591",34,27,0.867732447588875,-1.7677475149608,2.09225555368199,0.862736403563607,0,1,1,0,0,1
"592",39,27,1.0937073021649,-1.7677475149608,-0.220452550085837,0.935976062806969,1,1,1,0,0,1
"593",39,27,0.516216007137284,-0.231726450034157,0.212155082799813,0.631728504746232,1,0,0,0,1,0
"594",36,27,-1.58451319651389,0.24211038233396,-0.979053612491952,1.08163413182125,0,1,0,1,1,0
"595",39,27,1.07696842404816,-1.7677475149608,1.24139219990216,1.18248919739868,0,1,1,0,0,0
"596",29,27,0.767299178888421,-0.745049685099616,-0.314765114601192,0.823980047515559,1,1,0,1,0,1
"597",34,27,-0.379313972108435,-0.681871440783867,1.24959329246872,1.038208486027,1,1,0,1,0,1
"598",32,27,-1.99461571037408,-0.208034608415751,-0.979053612491952,0.623843857812257,0,1,0,1,1,0
"599",39,27,-0.914958071844193,-0.824022490494302,-0.979053612491952,0.447300274830713,0,1,0,1,1,0
"600",35,23,0.256763396327777,-0.192240047336813,-0.702266738370802,-1.33708567705403,0,0,0,0,0,1
"601",35,23,0.457629933728686,-0.587104074310244,0.101440333151353,0.318535103270298,1,1,0,1,1,0
"602",35,23,0.457629933728686,-0.587104074310244,0.101440333151353,0.318535103270298,1,1,0,1,1,0
"603",38,23,-0.195186312824269,0.182880778287945,0.277763823332233,0.276658765238181,0,0,0,0,1,0
"604",39,23,-1.02376077960302,-0.824022490494302,-0.979053612491952,-0.126654500539273,0,1,0,1,0,0
"605",32,23,-1.2915828294709,-0.567360872961572,-0.979053612491952,0.453259325113179,0,0,0,0,0,1
"606",41,23,1.25272664427395,-0.0342944365474413,1.32340312556769,1.35797011641556,1,1,0,1,1,0
"607",39,23,-1.53429656216366,-0.310699255428842,-0.979053612491952,0.125080826251161,0,1,0,1,0,1
"608",39,23,1.0937073021649,-0.0342944365474413,1.74575939274515,1.29182777176865,0,1,0,1,1,0
"609",39,23,0.390674421261716,-1.41236989068471,4.20403688956929,-0.204179206506788,0,0,1,0,0,0
"610",36,23,0.298610591619633,-0.227777809764422,2.57201946882532,0.883330751805678,1,1,0,1,1,0
"611",34,23,0.817515813238648,-0.369928859474857,-0.480837239073882,-1.37880748298729,1,0,0,0,0,0
"612",25,22,1.10207674122327,-1.01750586371128,0.00712776863599766,-1.32962520602792,1,0,1,0,0,0
"613",39,22,-1.63472983086412,0.814663221445433,-0.979053612491952,-0.334593112864314,0,0,0,0,1,0
"614",39,22,-0.0277975316568443,-0.192240047336813,-0.472636146507329,0.466381790495149,1,1,0,1,1,0
"615",39,22,0.876101886647246,-1.7677475149608,0.312618466740082,0.0943748797160395,0,1,1,0,0,1
"616",39,22,-0.119861361298928,1.24901365111621,-0.366021943142145,-1.64360524779671,0,0,0,0,0,0
"617",37,22,0.775668617946792,-0.824022490494302,0.884644673257125,-0.198987986058472,0,0,0,0,0,0
"618",39,22,-1.14930236547859,-0.192240047336813,-0.979053612491952,1.02303216403633,0,1,0,0,1,0
"619",39,22,0.708713105479822,-0.192240047336813,0.232657814216194,1.0526983388414,1,1,0,1,1,0
"620",28,22,0.373935543144974,0.715947214702076,-0.281960744334981,-0.388363841290161,1,0,0,0,1,0
"621",41,22,-1.39201609817135,-0.622641836737852,-0.979053612491952,0.720456098017332,0,1,0,1,1,0
"622",39,22,0.583171519604254,-0.448901664869543,0.823136479007981,0.828872110812106,1,1,0,1,1,0
"623",23,22,-1.81885749014828,-0.0737808392447843,-0.979053612491952,0.991093685140109,0,1,0,1,1,0
"624",37,22,0.407413299378459,-0.0342944365474413,1.67399983278781,0.534418296758807,0,1,0,1,0,1
"625",39,23,-1.1744106826537,-0.824022490494302,-0.979053612491952,0.228396631378022,0,1,0,1,1,0
"626",39,22,-1.50081880593018,-0.745049685099616,-0.979053612491952,0.274606027514412,0,1,0,0,1,0
"627",39,22,-1.45897161063832,0.340826389077317,-0.979053612491952,0.448191216857963,0,1,0,1,1,0
"628",37,22,-0.128230800357299,-0.168548205718408,-0.486988058498796,-1.11530604830518,0,0,0,0,0,0
"629",39,22,-1.3501689028795,-0.192240047336813,-0.979053612491952,0.305591471124574,0,1,0,1,1,0
"630",39,22,-1.21625787794556,0.163137576939274,-0.979053612491952,0.483133309630729,0,1,0,1,1,0
"631",39,22,1.42011542544138,0.163137576939274,2.69503585732361,-0.191338389743607,0,1,0,1,0,1
"632",38,22,-0.0110586535401019,1.88079609427369,1.5284304397315,-1.33708567705403,0,0,0,0,0,0
"633",39,22,-1.74353253862294,-0.0935240405934559,-0.979053612491952,-0.129815541987167,0,0,0,0,1,0
"634",39,22,-1.31669114664601,-0.310699255428842,-0.979053612491952,-0.235716579114089,0,0,0,0,1,0
"635",40,22,-2.09504897907453,-0.444953024599809,-0.979053612491952,0.153637820807768,0,1,0,0,1,0
"636",36,22,1.0351212287563,-0.824022490494302,0.894896038965316,0.226844879623519,0,1,0,0,0,1
"637",39,22,-1.3501689028795,-0.192240047336813,-0.979053612491952,0.339011277871094,0,1,0,1,1,0
"638",28,22,0.83425469135539,-0.429158463520872,1.25984465817691,1.37456859678939,1,1,0,1,1,0
"639",35,22,1.01001291158119,0.281596785031303,-0.234804462077304,-1.2856386595938,1,0,0,0,0,1
"640",39,22,-0.998652462427905,-0.824022490494302,-0.979053612491952,0.0150466197407344,0,1,0,1,0,1
"641",39,22,-0.998652462427905,-0.824022490494302,-0.979053612491952,0.0150466197407344,0,1,0,1,0,1
"642",39,27,-1.06560797489487,-0.192240047336813,-0.979053612491952,0.181278256844236,0,1,0,1,1,0
"643",39,27,0.198177322919178,-0.0145512351987698,-0.171245994686521,0.692576952655264,1,1,0,1,1,0
"644",39,27,0.122852371393837,0.202623979636617,1.58788836083901,0.587183060967757,1,1,0,1,1,0
"645",39,26,-1.09908573112836,-0.824022490494302,-0.979053612491952,0.640626754722702,0,1,0,0,1,0
"646",27,26,0.917949081939102,-0.745049685099616,-0.597702808147256,1.03561022099486,1,1,0,1,0,1
"647",38,26,0.616649275837739,-1.7677475149608,0.857991122415829,0.973957407413542,0,1,1,0,0,1
"648",39,26,-1.03213021866139,-0.824022490494302,-0.979053612491952,0.984950034110129,0,1,0,1,1,0
"649",39,27,0.298610591619633,-1.7677475149608,2.17631675248916,0.867937160016073,0,1,1,0,0,1
"650",39,26,0.959796277230959,-0.587104074310244,0.837488390999448,0.914195613762277,0,1,0,1,1,0
"651",39,26,0.758929739830049,-1.7677475149608,-0.243005554643856,1.84308055113619,1,1,1,0,0,1
"652",38,26,-0.103122483182185,-1.7677475149608,1.08557144113766,1.62090272447107,0,1,1,0,0,1
"653",39,27,-1.65983814803923,-0.208034608415751,-0.979053612491952,0.610222677115288,0,1,0,1,1,0
"654",33,26,0.943057399114216,-0.824022490494302,-0.0625815181796994,1.00995044655424,0,1,0,1,1,0
"655",39,26,-0.856371998435594,-0.824022490494302,-0.979053612491952,0.675348423581744,0,1,0,1,1,0
"656",39,26,-0.270511264349609,0.163137576939274,-0.15074326327014,-1.18109554227313,0,0,0,0,0,0
"657",38,26,-1.60125207463063,-0.0935240405934559,-0.979053612491952,0.84290660768853,0,1,0,1,1,0
"658",39,26,0.240024518211034,0.167086217209008,-0.12819025871212,0.488516220133953,1,1,0,1,0,1
"659",39,26,1.29457383956581,-0.824022490494302,3.47618992428775,1.168653213786,1,1,0,1,1,0
"660",39,26,0.474368811845428,-0.429158463520872,0.837488390999448,0.973863898224268,1,1,0,1,1,0
"661",39,26,-1.08234685301162,-0.824022490494302,-0.979053612491952,0.181651853845544,0,1,0,1,1,0
"662",38,26,0.850993569472133,-1.7677475149608,-0.845785858285472,1.97148241214769,1,1,1,0,0,1
"663",39,26,-1.24973563417904,-0.192240047336813,-0.979053612491952,0.849636673051225,0,1,0,1,1,0
"664",39,26,-1.65983814803923,-0.247521011113094,-0.979053612491952,0.287277209663791,0,1,0,1,1,0
"665",37,26,-1.03213021866139,-0.192240047336813,-0.979053612491952,0.798149717226611,0,1,0,1,1,0
"666",38,26,0.96816571628933,-0.824022490494302,0.4479364940882,1.47729691285828,1,1,0,0,0,1
"667",39,26,0.892840764763989,-1.01750586371128,1.99794298916664,-0.032560309776578,1,0,1,0,0,0
"668",39,25,0.959796277230959,-1.7677475149608,1.35005667640899,1.8123493074224,1,1,1,0,0,1
"669",39,25,0.55806320242914,-0.824022490494302,1.6678490133629,0.0752838056639954,0,1,0,0,0,1
"670",35,25,-0.0529058488319579,-0.547617671612901,-0.454183688232586,1.2965679036413,0,1,0,1,1,0
"671",40,25,0.13959124951058,-1.7677475149608,2.64172875564102,1.84183585809071,0,1,1,0,0,1
"672",36,25,1.16903225369024,-1.41236989068471,0.577103702011403,0.0788357834541997,1,0,1,0,0,1
"673",39,25,-1.33343002476275,-0.0342944365474413,-0.979053612491952,0.294956424818824,0,1,0,1,1,0
"674",39,25,-1.40875497628809,-0.192240047336813,-0.979053612491952,1.09733998339082,0,1,0,1,1,0
"675",39,25,-1.35853834193787,0.163137576939274,-0.979053612491952,-0.173302735761288,0,0,0,0,1,0
"676",36,25,0.917949081939102,-1.7677475149608,0.505344142054068,1.71235890241685,0,1,1,0,0,1
"677",39,25,-1.40038553722972,2.47309213473384,-0.979053612491952,-0.91976248249021,0,0,0,0,1,0
"678",39,25,0.0391579808101254,-0.745049685099616,0.33722174443974,0.388294797822214,1,1,0,1,1,0
"679",39,25,0.675235349246337,-1.7677475149608,0.00302722235272139,1.8584998418656,0,1,1,0,0,1
"680",39,25,0.666865910187966,-1.7677475149608,0.0870884211598855,1.0508061290881,1,1,1,0,0,1
"681",39,25,0.859363008530504,-1.7677475149608,3.39622927176386,1.98438126296266,0,1,1,0,0,1
"682",39,26,-1.70168534333109,-0.488388067566886,-0.979053612491952,0.705834864965037,0,1,0,1,1,0
"683",40,25,1.07696842404816,-0.824022490494302,0.0440326851854844,-0.69303324755364,0,0,0,0,0,1
"684",39,25,-0.0361669707152155,-0.587104074310244,1.39311241238339,1.18991072445746,1,1,0,1,1,0
"685",38,25,0.273502274444519,0.222367180985288,1.78676485557791,-1.09295658588139,0,0,0,0,0,1
"686",39,25,-0.094753044123814,-1.7677475149608,0.20395399023326,1.09897298485384,0,1,1,0,0,0
"687",39,25,-2.20385168683336,-0.172496845988142,-0.979053612491952,0.776035408594234,0,1,0,1,1,0
"688",34,25,1.23598776615721,0.163137576939274,-0.240955281502218,1.01777709996508,1,1,0,1,1,0
"689",39,25,-1.27484395135415,-0.172496845988142,-0.979053612491952,0.0601206139768581,0,0,0,0,1,0
"690",27,25,0.173069005744065,-0.448901664869543,-0.177396814111436,0.31843784009251,1,1,0,1,1,0
"691",40,25,0.591540958662625,-0.824022490494302,-0.640758544121657,0.572153025166395,1,1,0,0,1,0
"692",39,25,-1.53429656216366,-0.429158463520872,-0.979053612491952,0.475459126242252,0,1,0,1,1,0
"693",39,25,-1.96950739319897,0.301339986379974,-0.979053612491952,0.737643879218523,0,1,0,1,1,0
"694",30,25,-1.5510354402804,-0.685820081053601,-0.979053612491952,0.145949010664183,0,0,0,0,0,1
"695",26,25,1.06859898498978,-1.7677475149608,-0.564898437881046,1.05122025766317,1,1,1,0,0,0
"696",39,25,1.07696842404816,-1.7677475149608,1.04251570516326,-0.355036694485288,0,1,1,0,0,0
"697",34,25,-1.45060217157995,-0.247521011113094,-0.979053612491952,0.204421628768594,0,1,0,1,1,0
"698",41,25,-1.62636039180575,0.147343015860337,-0.979053612491952,0.110087966095423,0,1,0,0,1,0
"699",33,25,0.41578273843683,-0.227777809764422,0.0563343240353134,0.13871443043546,1,1,0,1,1,0
"700",39,18,-0.153339117532412,1.60833991566203,0.130144157134287,-1.35590381125332,0,0,0,0,0,1
"701",39,17,-1.86070468544014,0.147343015860337,-0.979053612491952,0.798325300229042,0,1,0,1,1,0
"702",38,19,-0.0529058488319579,-0.15275364463947,0.525846873470449,0.352378934810707,1,1,0,1,1,0
"703",18,17,0.256763396327777,-0.290956054080171,-0.489038331640434,-0.223371708387946,0,0,0,0,1,0
"704",34,17,-1.73516309956457,-0.527874470264229,-0.979053612491952,0.597963637878516,0,1,0,1,1,0
"705",35,17,0.156330127627322,0.63697440930739,2.08405446111544,1.12144959817866,0,0,0,0,0,1
"706",29,17,0.83425469135539,0.163137576939274,3.02512983312735,0.255240279534954,0,0,0,0,1,0
"707",39,17,0.265132835386148,-0.622641836737852,0.294166008465339,1.09484401290504,1,1,0,1,1,0
"708",20,17,0.884471325705618,-0.824022490494302,1.80726758699429,0.507972968693007,1,1,0,1,1,0
"709",35,17,1.10207674122327,-0.824022490494302,2.50231018200963,1.48213964912282,0,1,0,1,0,1
"710",38,17,0.28187171350289,0.064421570195916,-0.67151264124623,-0.695450704830585,1,0,0,0,0,0
"711",27,17,1.0937073021649,-0.587104074310244,1.14297908910353,0.808926765579931,0,1,0,1,1,0
"712",18,17,0.69197422736308,-0.622641836737852,1.88107742009327,1.0290494055422,0,1,0,0,0,1
"713",19,17,0.465999372787057,0.735690416050747,0.804684020733237,-0.101736733116754,0,1,0,1,0,0
"714",39,17,-1.81048805108991,-0.251469651382828,-0.979053612491952,0.807566490055485,0,1,0,1,1,0
"715",39,17,1.21924888804047,-0.429158463520872,3.27936370269048,0.819071687640061,0,1,0,0,0,1
"716",39,17,0.993274033464443,-0.527874470264229,-0.511591336198454,0.690576047531345,1,1,0,1,1,0
"717",28,17,0.959796277230959,-0.468644866218215,2.61507520479972,0.432476405468729,0,0,0,0,0,1
"718",40,17,0.181438444802436,2.07822810776041,0.308517920456805,-1.69038504602429,1,0,0,0,1,0
"719",26,17,0.248393957269406,-0.0737808392447843,-0.620255812705276,-0.291665292304075,1,0,0,0,0,1
"720",40,17,-1.29995226852927,-0.429158463520872,-0.979053612491952,0.730491333425781,0,1,0,1,1,0
"721",38,17,0.4827382509038,-0.192240047336813,0.593505887144508,0.796181756781718,1,1,0,1,1,0
"722",39,17,-1.25810507323741,-0.587104074310244,-0.979053612491952,0.640314071846093,0,1,0,1,1,0
"723",39,17,0.566432641487512,-0.0342944365474413,1.23934192676053,0.899024381690104,1,1,0,1,1,0
"724",39,17,0.943057399114216,-0.725306483750944,3.03948174511882,0.0938085641276349,0,1,0,1,1,0
"725",19,17,0.850993569472133,-0.168548205718408,0.109641425717905,-0.129815541987167,1,0,0,0,1,0
"726",27,17,-0.0612752878903291,0.00519196614990175,-0.277860198051705,-1.09295658588139,0,0,0,0,0,0
"727",38,16,-0.34583621587495,1.78208008753034,2.38134406665297,-0.732196745885016,0,0,0,0,0,0
"728",39,16,-1.53429656216366,-0.547617671612901,-0.979053612491952,-0.380762108164859,0,0,0,0,0,1
"729",36,22,-1.33343002476275,-0.824022490494302,-0.979053612491952,1.36776076875573,0,1,0,1,1,0
"730",39,21,-1.29995226852927,-0.287007413810437,-0.979053612491952,0.463299463401806,0,1,0,1,1,0
"731",39,22,-1.31669114664601,-0.192240047336813,-0.979053612491952,-0.669074347635284,0,0,0,0,0,0
"732",39,21,0.315349469736375,-0.231726450034157,1.684251198496,0.517180932175521,0,1,0,1,0,1
"733",27,21,0.934687960055845,-0.389672060823528,-0.347569484867402,1.26636293470756,1,1,0,1,1,0
"734",38,22,1.05186010687304,-1.7677475149608,-0.306564022034639,0.273904437190402,1,1,0,1,1,0
"735",38,22,-1.44223273252158,-0.350185658126185,-0.979053612491952,-0.0187395112912687,0,0,0,0,1,0
"736",37,21,-1.92766019790711,0.404004633393066,-0.979053612491952,1.37150182664961,0,1,0,1,1,0
"737",39,21,1.01001291158119,-1.7677475149608,3.68531778473484,1.84225087261221,0,1,1,0,0,1
"738",33,21,0.474368811845428,-0.824022490494302,0.507394415195706,1.42212150882395,1,1,0,1,1,0
"739",39,21,-1.19114956077044,-0.626590477007587,-0.979053612491952,0.331896216174073,0,0,0,0,1,0
"740",39,21,1.24435720521558,-0.192240047336813,1.81751895270248,0.935240278577368,1,1,0,1,1,0
"741",39,21,-1.96950739319897,0.167086217209008,-0.979053612491952,0.924707176149592,0,1,0,1,1,0
"742",39,21,0.725451983596565,0.0446783688472448,0.128093883992648,0.0382266022362685,1,0,0,0,0,1
"743",39,21,1.31131271768255,-1.7677475149608,0.585304794577956,0.483698570683715,1,1,1,0,0,0
"744",39,21,0.959796277230959,0.163137576939274,-0.208150911236008,0.635537417772156,0,1,0,1,1,0
"745",39,21,-2.11178785719128,-0.602898635389181,-0.979053612491952,0.824532078573305,0,1,0,1,1,0
"746",39,21,1.06022954593141,-0.824022490494302,0.593505887144508,-0.367146065185799,0,0,0,0,0,0
"747",39,21,-1.40038553722972,-0.429158463520872,-0.979053612491952,0.439884589891928,0,1,0,1,1,0
"748",27,21,-1.50918824498855,-0.745049685099616,-0.979053612491952,0.552535444518493,0,1,0,1,1,0
"749",37,21,1.01001291158119,-0.824022490494302,0.234708087357832,0.891857703264286,1,1,0,1,0,1
"750",39,21,-1.08234685301162,-0.231726450034157,-0.979053612491952,0.187457104235082,0,1,0,1,0,0
"751",39,21,0.214916201035921,0.202623979636617,1.76421185101989,-0.134966742187936,0,0,0,0,0,1
"752",39,21,0.951426838172587,-0.824022490494302,2.83240415781337,0.613251659271059,0,1,0,0,0,1
"753",39,21,-1.5510354402804,-0.527874470264229,-0.979053612491952,0.420998988214052,0,1,0,1,1,0
"754",40,21,-0.320727898699837,0.32503182799838,0.304417374173529,0.743559703183763,0,0,0,0,1,0
"755",36,21,0.809146374180277,-0.824022490494302,-0.503390243631901,1.055414140166,0,1,0,1,0,1
"756",37,21,-2.28754607741707,0.794920020096762,-0.979053612491952,0.341694529019691,0,1,0,0,1,0
"757",34,21,0.817515813238648,-0.587104074310244,-0.187648179819626,-0.579188538014252,0,0,0,0,1,0
"758",39,21,-1.91092131979037,-0.192240047336813,-0.979053612491952,0.795935576810066,0,1,0,1,1,0
"759",32,20,0.114482932335466,-0.587104074310244,0.372076387847588,-0.232956466137563,0,0,0,0,0,1
"760",39,21,-1.71842422144783,-0.227777809764422,-0.979053612491952,1.2185950980517,0,1,0,1,1,0
"761",38,20,-0.161708556590784,-1.41236989068471,0.0747867823100567,-0.173302735761288,0,0,1,0,0,0
"762",39,21,-1.50918824498855,-0.547617671612901,-0.979053612491952,0.245972050381726,0,1,0,1,1,0
"763",39,20,-1.28321339041253,-0.824022490494302,-0.979053612491952,-1.07719772037107,0,0,0,0,0,0
"764",31,20,0.934687960055845,-0.824022490494302,-0.156894082695054,1.42237442632561,0,1,0,0,0,1
"765",39,20,-1.38364665911298,-0.824022490494302,-0.979053612491952,0.709606359297291,0,1,0,1,1,0
"766",39,21,0.90121020382236,-1.7677475149608,1.94053534120077,1.93191522974808,0,1,1,0,0,1
"767",36,21,0.541324324312398,-0.547617671612901,1.50382716203185,0.785346163817537,1,1,0,1,1,0
"768",37,20,1.08533786310653,-0.824022490494302,0.665265447101843,1.20362945421833,0,1,0,1,1,0
"769",39,20,-1.51755768404692,-0.192240047336813,-0.979053612491952,0.624673731041614,0,1,0,1,1,0
"770",40,13,-0.973544145252791,-0.527874470264229,-0.979053612491952,-0.403050984207628,0,1,0,1,0,0
"771",29,13,0.491107689962171,-0.468644866218215,0.0829878748766092,0.157548600975985,0,0,0,0,0,1
"772",38,13,0.850993569472133,-0.211983248685485,1.34800640326735,0.0440968884065515,0,0,0,0,1,0
"773",33,13,-0.303989020583094,0.897584667109854,-0.292212110043172,-0.902955001236166,0,0,0,0,0,0
"774",18,12,0.240024518211034,0.897584667109854,0.119892791426096,-0.733785146394345,0,0,0,0,0,0
"775",22,12,-0.00268921448173068,-0.527874470264229,1.15938127423664,0.0313876404524003,0,1,0,1,0,1
"776",39,12,0.683604788304708,-0.310699255428842,0.804684020733237,-0.568051373275821,0,0,0,0,0,0
"777",13,12,1.01838235063956,0.794920020096762,-0.281960744334981,-0.246380846750776,1,0,0,0,1,0
"778",26,12,-0.237033508116125,2.24012235881952,2.05945118341578,-0.88083916570489,0,0,0,0,0,1
"779",32,12,0.306980030678004,0.597488006610047,-0.599753081288894,-2.60641836898515,0,0,0,0,0,0
"780",22,12,0.549693763370769,0.103907972893259,-0.765825205761584,-1.19461343415029,1,0,0,0,0,1
