"","Xi","Yi","credit.score","interest.rate","pti","veh.value","co.sign","new.used","subvent.rate","subvent.cash","veh.pick.up","veh.suv"
"259",25,13,0.825885252297019,-0.587104074310244,-0.472636146507329,1.34161972779402,0,1,0,0,0,1
"260",39,13,-1.85233524638177,0.360569590425989,-0.979053612491952,0.862198504541562,0,1,0,0,0,1
"261",36,13,0.859363008530504,-0.429158463520872,0.706270909934606,0.444133072646534,0,1,0,1,1,0
"262",39,13,-1.01539134054465,-0.835868411303505,-0.979053612491952,-0.376858953883014,0,0,0,0,0,1
"263",39,12,-1.22462731700393,-0.350185658126185,-0.979053612491952,0.0569297792467402,0,1,0,1,1,0
"264",39,12,-2.17874336965825,-0.227777809764422,-0.979053612491952,0.473490543950706,0,1,0,0,1,0
"265",17,12,1.01001291158119,-0.231726450034157,0.681667632234949,0.0607000240825455,0,1,0,1,1,0
"266",24,12,0.926318520997474,0.360569590425989,-0.392675493983441,-1.69992190701927,1,0,0,0,1,0
"267",38,11,0.164699566685694,1.42670246325425,-0.714568377220631,-1.53704510089375,0,0,0,0,0,1
"268",38,11,0.00568022457664053,1.2134758886886,-0.839635038860558,-2.51613400268033,1,0,0,0,0,0
"269",12,11,0.917949081939102,-0.429158463520872,1.91593206350111,0.81855224280827,0,1,0,1,0,1
"270",30,11,0.198177322919178,-0.192240047336813,0.123993337709372,1.19217023071292,1,1,0,1,1,0
"271",39,11,0.775668617946792,-0.824022490494302,0.935901501798079,1.16323574693514,0,1,0,1,1,0
"272",39,11,-1.26647451229578,-0.231726450034157,-0.979053612491952,-0.0703156392356001,0,1,0,0,1,0
"273",38,11,0.993274033464443,-0.527874470264229,0.218305902224727,0.856876180997623,0,1,0,1,0,1
"274",39,11,0.867732447588875,0.167086217209008,-0.0564306987547849,-1.09956224172035,0,0,0,0,0,0
"275",39,11,1.06022954593141,-0.824022490494302,1.89747960522637,0.437464191041822,1,1,0,1,0,0
"276",39,11,1.22761832709884,-0.330442456777514,0.277763823332233,0.0902357620219738,0,0,0,0,0,0
"277",39,11,-0.0445364097735867,0.676460812004733,0.12604361085101,-1.54563661141545,0,0,0,0,0,1
"278",29,10,0.365566104086603,0.163137576939274,0.86824248812402,0.797903865866565,1,1,0,1,0,1
"279",24,10,0.499477129020542,0.597488006610047,-0.72687001607046,-1.2394232463579,0,0,0,0,0,0
"280",39,10,0.934687960055845,-0.725306483750944,0.404880758113799,0.24561441314082,1,1,0,1,0,1
"281",28,10,1.06022954593141,-0.824022490494302,0.335171471298102,1.04050428403171,1,1,0,1,0,1
"282",11,10,-0.270511264349609,4.6093065206601,-0.357820850575593,-2.28543890471887,1,0,0,0,1,0
"283",37,10,0.725451983596565,-0.429158463520872,-0.59360226186398,-0.237488605641287,1,0,0,0,0,0
"284",39,10,-0.6220277048012,0.97655747250454,1.39721295866666,0.341215735267584,1,1,0,0,0,0
"285",19,10,0.20654676197755,0.0446783688472448,0.197803170808346,-1.09930762967898,0,0,0,0,0,0
"286",38,10,0.20654676197755,0.38031279177466,-0.448032868807671,-1.93264547508245,1,0,0,0,0,1
"287",38,9,0.742190861713307,-0.824022490494302,1.62274300424686,0.384998042914558,0,1,0,1,0,1
"288",21,10,1.26946552239069,-0.192240047336813,0.119892791426096,0.253868999882908,1,1,0,1,0,0
"289",39,9,-0.814524803143738,-0.0342944365474413,-0.979053612491952,0.427516841827322,0,0,0,0,0,1
"290",24,9,-0.362575093991693,2.51652717770092,0.158847981117221,-1.18109554227313,0,0,0,0,0,1
"291",36,10,-0.0194280925984731,0.0723188507353849,0.169099346825412,-0.685804582786294,0,0,0,0,0,0
"292",14,9,0.96816571628933,0.340826389077317,-0.603853627572171,-0.85096194171522,0,0,0,0,0,0
"293",36,9,0.566432641487512,0.24211038233396,-0.171245994686521,-0.714934491273693,1,0,0,0,1,0
"294",34,9,-1.04886909677813,0.459285597169346,-0.979053612491952,-0.416363729837663,0,0,0,0,1,0
"295",39,9,-1.3501689028795,0.838355063063839,-0.979053612491952,0.486998841164374,0,1,0,1,1,0
"296",35,9,-0.262141825291238,3.56291684918051,-0.402926859691632,-2.70676086451057,1,0,0,0,0,0
"297",39,8,1.11044618028164,-0.448901664869543,-0.739171654920288,0.367838459002353,1,1,0,1,0,1
"298",39,8,-0.103122483182185,2.2954033225958,-0.251206647210409,-2.41948035066102,1,0,0,0,0,0
"299",29,8,-1.32506058570438,-0.563412232691838,-0.979053612491952,0.225239684115075,0,1,0,1,1,0
"300",32,10,0.976535155347701,-0.824022490494302,0.156797707975583,0.872017787007513,0,1,0,1,1,0
"301",11,10,0.20654676197755,-0.231726450034157,-0.402926859691632,0.454634485492777,0,1,0,1,0,0
"302",22,9,0.850993569472133,2.7337023925363,0.390528846122332,-2.17494424828747,1,0,0,0,0,1
"303",25,9,-0.0863836050654428,1.2134758886886,-0.835534492577281,-1.73869887862236,0,0,0,0,0,0
"304",33,9,0.809146374180277,0.182880778287945,-0.394725767125079,-1.49066691259364,1,0,0,0,0,1
"305",19,9,0.399043860320087,-0.824022490494302,0.554550697453384,1.3389945310817,0,1,0,1,0,1
"306",39,9,0.189807883860807,0.858098264412511,1.55713426371444,-0.690619750077448,0,0,0,0,0,0
"307",34,9,0.022419102693383,0.360569590425989,-0.790428483461242,-1.83510281623047,0,0,0,0,0,1
"308",39,9,0.248393957269406,0.301339986379974,1.02201297374688,0.34303432441073,0,1,0,1,1,0
"309",18,8,0.022419102693383,0.917327868458525,0.550450151170107,-0.673835062212354,0,0,0,0,0,1
"310",12,8,0.616649275837739,0.123651174241931,-0.255307193493685,-0.471432944470595,0,0,0,0,0,0
"311",30,9,-0.303989020583094,2.25986556016819,-0.454183688232586,-2.69280523079577,1,0,0,0,0,1
"312",39,8,0.298610591619633,-0.527874470264229,0.0706862360267804,-0.685804582786294,1,0,0,0,0,0
"313",39,8,0.00568022457664053,1.68336408078698,-0.525943248189921,-2.25027160578459,1,0,0,0,0,0
"314",18,8,0.223285640094292,0.838355063063839,0.0501835046103989,-0.908536219575267,0,0,0,0,0,0
"315",25,8,-1.07397741395325,0.143394375590602,-0.979053612491952,-0.0249274838721958,0,1,0,1,1,0
"316",30,8,0.859363008530504,0.783074099287559,-0.140491897561949,-2.06748748604282,1,0,0,0,0,0
"317",31,7,0.323718908794747,0.597488006610047,0.581204248294679,0.25142801381248,0,0,0,0,1,0
"318",36,7,0.273502274444519,0.992352033583477,0.515595507762259,-1.24292726674837,0,0,0,0,0,0
"319",39,8,0.959796277230959,0.222367180985288,-0.0543804256131467,-0.821678523179676,0,0,0,0,1,0
"320",39,8,0.943057399114216,-0.824022490494302,1.46487197234072,0.502274492464174,0,1,0,1,0,1
"321",39,6,-1.0572385358365,-0.117215882211862,-0.979053612491952,-0.0903965766133989,0,1,0,0,1,0
"322",31,5,0.850993569472133,-0.0935240405934559,0.0952895137264382,-0.428424696606577,0,0,0,0,1,0
"323",13,5,0.240024518211034,0.38031279177466,0.634511349977271,-0.00432044989935593,0,1,0,1,1,0
"324",39,5,1.06859898498978,-0.725306483750944,0.119892791426096,-0.0923876684912436,1,0,0,0,0,0
"325",12,5,0.0558968589268678,0.597488006610047,0.974856691489204,0.193821865232516,1,1,0,1,0,1
"326",16,5,1.00164347252281,-0.192240047336813,1.62069273110522,0.0888155788953793,0,0,0,0,1,0
"327",39,5,0.524585446195656,1.38721606055691,-0.359871123717231,-1.3784997470046,1,0,0,0,1,0
"328",17,5,-0.0445364097735867,2.36647884745101,-0.546445979606302,-1.97816075056234,1,0,0,0,0,0
"329",22,5,-0.0863836050654428,0.281596785031303,1.86262496181852,-0.0178838196292372,0,1,0,1,0,1
"330",25,5,0.306980030678004,-0.0342944365474413,0.593505887144508,-0.668409073385364,1,0,0,0,0,1
"331",6,5,-0.0361669707152155,2.59155134282587,0.240858906782747,-0.889093752446978,0,0,0,0,0,0
"332",7,5,1.21087944898209,-0.271212852731499,0.103490606292991,0.173679051283398,0,1,0,1,0,1
"333",39,5,0.231655079152663,3.02985041276638,0.730874187634264,-1.98673739328732,0,0,0,0,0,0
"334",18,5,0.96816571628933,-0.227777809764422,1.55918453685608,-0.0437732385877854,0,1,0,1,0,0
"335",28,4,1.0351212287563,0.597488006610047,1.25779438503527,0.612375488816421,1,1,0,1,1,0
"336",39,4,-1.71005478238946,-0.172496845988142,-0.979053612491952,0.330739177960164,0,1,0,1,1,0
"337",8,4,0.223285640094292,0.439542395820675,-0.790428483461242,-1.87765999484375,0,0,0,0,0,0
"338",39,7,1.0937073021649,-0.468644866218215,1.73140748075368,0.438226597364092,1,1,0,1,0,0
"339",10,6,1.11044618028164,-0.211983248685485,0.966655598922651,0.584221779463774,1,1,0,0,0,1
"340",19,6,1.06859898498978,-0.468644866218215,0.14859661540903,-0.0643128096288168,0,1,0,0,0,0
"341",11,5,0.55806320242914,0.63697440930739,-0.503390243631901,-1.77852400241603,1,0,0,0,0,1
"342",32,5,0.934687960055845,-0.227777809764422,0.187551805100155,1.83060347753239,0,1,0,0,0,1
"343",10,5,1.00164347252281,-0.725306483750944,0.296216281606977,0.617664408981657,1,1,0,0,1,0
"344",11,5,0.817515813238648,-0.646333678356258,-0.675613187529506,0.395558721005122,0,0,0,0,1,0
"345",25,5,0.0893746151603526,-0.350185658126185,-0.577200076730875,-0.108543969396866,0,0,0,0,1,0
"346",25,5,0.758929739830049,0.479028798518018,-0.425479864249652,-0.956850052173342,0,0,0,0,1,0
"347",38,5,1.01838235063956,0.163137576939274,-0.0810339764544427,-0.580351650588663,0,1,0,1,0,0
"348",39,5,0.666865910187966,-0.369928859474857,-0.437781503099481,0.241828357684209,0,1,0,1,1,0
"349",6,5,0.909579642880731,0.202623979636617,0.513545234620621,-0.601718638752778,0,0,0,0,0,1
"350",39,33,0.767299178888421,-0.745049685099616,-0.232754188935666,0.62376479788415,1,1,0,1,1,0
"351",39,33,-1.00702190148628,-0.192240047336813,-0.979053612491952,0.835426767940709,0,1,0,0,0,0
"352",39,33,-0.34583621587495,1.52541846999761,3.64636259504371,0.198313660687542,1,0,0,0,1,0
"353",38,33,-1.25810507323741,-0.267264212461765,-0.979053612491952,0.202265669886739,0,0,0,0,1,0
"354",39,33,1.07696842404816,-0.824022490494302,1.38491131981683,0.651335082010102,0,1,0,0,1,0
"355",37,33,0.566432641487512,-0.622641836737852,-0.411127952258185,1.31000289899032,1,1,0,1,0,1
"356",38,33,0.122852371393837,-0.784536087796959,-0.0564306987547849,0.596393857627837,1,1,0,1,0,1
"357",39,33,-1.12419404830347,-0.389672060823528,-0.979053612491952,0.263441264786775,0,1,0,1,1,0
"358",39,33,-1.64309926992249,-0.227777809764422,-0.979053612491952,0.608146622099202,0,1,0,0,1,0
"359",39,33,0.658496471129595,-1.7677475149608,-0.0625815181796994,0.819729388317383,1,0,1,0,0,1
"360",39,33,0.0726357370436102,0.561950244182438,0.382327753555779,0.309510978336469,1,0,0,0,0,1
"361",39,33,-1.16604124359533,-0.484439427297152,-0.979053612491952,0.464136732807068,0,1,0,1,0,1
"362",39,34,0.934687960055845,-0.863508893191645,3.91084783031503,1.39262525015362,0,1,0,1,0,1
"363",37,33,-1.16604124359533,-0.484439427297152,-0.979053612491952,0.796709146829625,0,1,0,1,0,1
"364",33,32,0.792407496063534,0.24211038233396,0.560701516878298,0.430719924225396,1,1,0,0,0,1
"365",39,32,0.390674421261716,-1.41236989068471,-0.218402276944199,0.799834450955396,1,0,1,0,0,1
"366",39,33,0.775668617946792,0.261853583682631,0.2921157353237,0.964859272198466,1,1,0,1,1,0
"367",39,33,0.373935543144974,-0.745049685099616,-0.669462368104591,1.41338072836892,1,1,0,1,0,1
"368",39,32,-1.63472983086412,-0.15275364463947,-0.979053612491952,-0.200716361482193,0,0,0,0,0,1
"369",39,32,1.28620440050744,-1.41236989068471,0.302367101031891,1.20304259641212,0,0,1,0,0,1
"370",38,32,0.549693763370769,-1.7677475149608,-0.0154252359220219,-0.588159280365242,1,0,1,0,0,0
"371",39,32,0.959796277230959,-1.7677475149608,1.40746432437485,-0.722307850512592,0,0,1,0,0,0
"372",38,32,-1.29995226852927,0.163137576939274,-0.979053612491952,1.10799343269516,0,1,0,1,1,0
"373",39,32,0.306980030678004,-1.7677475149608,0.302367101031891,0.986063347956186,1,1,1,0,1,0
"374",39,32,-1.33343002476275,-1.7677475149608,-0.979053612491952,0.496941701695254,0,1,1,0,0,1
"375",39,32,-1.80211861203154,-1.7677475149608,-0.979053612491952,0.407784600869738,0,1,1,0,1,0
"376",39,32,-0.370944533050064,0.147343015860337,-0.761724659478308,0.453703065480869,0,1,0,1,1,0
"377",40,33,-0.262141825291238,-0.227777809764422,-0.542345433323026,0.719382121708654,1,1,0,1,1,0
"378",39,32,1.42011542544138,-1.7677475149608,1.92413315606767,0.501759258651855,0,1,1,0,0,0
"379",39,32,-1.28321339041253,-1.41236989068471,-0.979053612491952,0.676264243597103,0,0,1,0,0,1
"380",39,32,0.650127032071224,-1.7677475149608,1.37671022725028,1.03844717708208,0,1,1,0,1,0
"381",37,32,1.20251000992372,-1.7677475149608,0.443835947804923,1.04523366826397,1,1,1,0,1,0
"382",39,32,-1.21625787794556,-0.389672060823528,-0.979053612491952,0.730454564073237,0,1,0,0,1,0
"383",39,32,1.0937073021649,0.103907972893259,0.884644673257125,0.194351023033059,0,0,0,0,1,0
"384",37,32,0.240024518211034,-1.7677475149608,2.08815500739872,1.30216616217503,1,1,1,0,1,0
"385",38,32,0.792407496063534,-1.7677475149608,2.33008723811202,0.172498195245731,0,1,1,0,0,1
"386",39,32,1.29457383956581,-1.41236989068471,0.853890576132553,0.189050873865621,0,0,1,0,0,1
"387",39,32,1.16903225369024,-1.7677475149608,1.82982059155231,0.158199389700073,0,0,1,0,0,1
"388",39,32,0.0977440542187238,0.0446783688472448,-0.839635038860558,0.576567952091072,1,1,0,0,1,0
"389",39,32,-1.00702190148628,-1.7677475149608,-0.979053612491952,1.16285193868088,0,1,1,0,1,0
"390",38,32,-1.44223273252158,-0.622641836737852,-0.979053612491952,1.37473482823145,0,1,1,0,0,1
"391",39,32,0.198177322919178,-1.7677475149608,0.224456721649642,0.590097958781819,0,1,1,0,0,1
"392",39,32,-1.85233524638177,-0.587104074310244,-0.979053612491952,1.35482042934745,0,1,0,1,1,0
"393",39,32,0.474368811845428,-1.7677475149608,-0.480837239073882,1.28538286240003,1,1,1,0,1,0
"394",39,31,-1.65983814803923,-0.15275364463947,-0.979053612491952,0.0399901450916502,0,1,0,1,1,0
"395",39,31,0.934687960055845,-1.41236989068471,1.1142752651206,-0.185233488232931,0,0,1,0,0,0
"396",38,32,0.198177322919178,-1.41236989068471,0.0235299537691029,0.380482069638729,1,0,1,0,0,0
"397",38,32,0.867732447588875,-1.7677475149608,1.52638016658987,0.148570984894635,1,1,1,0,1,0
"398",39,31,0.884471325705618,-1.7677475149608,0.681667632234949,1.29589167485773,1,1,1,0,1,0
"399",39,31,0.775668617946792,-1.7677475149608,1.78471458243627,0.660270322681901,0,1,1,0,0,0
"400",39,31,0.189807883860807,0.202623979636617,-0.525943248189921,0.726883568575696,1,1,0,1,1,0
"401",39,31,-1.14930236547859,-0.824022490494302,-0.979053612491952,0.555933619843913,0,1,0,1,0,0
"402",39,31,0.298610591619633,-0.626590477007587,-0.802730122311071,1.00663130390769,0,1,0,1,1,0
"403",39,31,-1.19114956077044,-0.192240047336813,-0.979053612491952,0.446810026987303,0,1,0,1,1,0
"404",39,31,-0.362575093991693,-0.547617671612901,1.33980531070079,0.00389050450445234,0,1,0,1,0,1
"405",39,31,-1.25810507323741,-0.330442456777514,-0.979053612491952,1.18135243004403,0,1,0,1,1,0
"406",39,31,0.0475274198684966,-1.7677475149608,0.164998800542135,-0.0310182480138732,0,0,1,0,0,0
"407",39,31,1.00164347252281,-0.824022490494302,2.82010251896354,0.808054938589909,1,1,0,1,1,0
"408",39,31,-0.228664069057753,0.779125459017825,2.45310362661031,1.35513329480776,1,1,0,1,1,0
"409",39,31,-1.31669114664601,-0.468644866218215,-0.979053612491952,0.968961950320738,0,1,0,1,1,0
"410",39,31,0.666865910187966,-0.824022490494302,-0.933947603375913,1.17619892485192,0,1,0,1,1,0
"411",39,31,-1.31669114664601,-0.638436397816789,-0.979053612491952,1.37292902540491,0,1,0,1,0,1
"412",38,31,0.800776935121906,-1.7677475149608,-0.366021943142145,-0.168218981851697,1,0,1,0,0,0
"413",39,31,-1.40875497628809,-0.622641836737852,-0.979053612491952,0.631964393515578,0,1,0,1,1,0
"414",39,31,0.767299178888421,-0.527874470264229,-0.833484219435643,0.219113537880772,1,1,0,0,1,0
"415",39,31,0.976535155347701,-0.745049685099616,-0.448032868807671,1.17538356326851,1,1,0,1,0,0
"416",39,31,0.817515813238648,-0.824022490494302,2.85290688922975,0.865255190938535,0,1,0,1,1,0
"417",39,31,0.122852371393837,-0.745049685099616,1.33160421813424,0.81477210005738,1,1,0,1,1,0
"418",39,31,0.96816571628933,-1.41236989068471,1.65759764765471,0.933319110198051,1,1,1,0,0,1
"419",39,31,-1.45897161063832,-0.0500889976263787,-0.979053612491952,0.704563078033442,0,1,0,1,1,0
"420",39,31,-1.62636039180575,0.18682941855768,-0.979053612491952,-0.137151529091905,0,1,0,0,1,0
"421",39,31,0.214916201035921,-0.192240047336813,0.142445795984116,-0.0811827484873667,0,0,0,0,0,0
"422",39,31,0.96816571628933,-1.41236989068471,2.38134406665297,0.986434265715122,0,1,1,0,0,0
"423",39,31,-1.37527722005461,-0.0342944365474413,-0.979053612491952,-0.47768075544225,0,0,0,0,1,0
"424",38,31,-0.153339117532412,0.305288626649708,0.73497473391754,0.233763420048565,0,1,0,1,0,0
"425",35,31,1.21924888804047,-0.824022490494302,0.191652351383431,0.974611805628221,0,1,0,1,1,0
"426",39,31,0.164699566685694,-0.310699255428842,2.13736156279803,1.54920421678708,1,1,0,1,0,1
"427",35,31,0.449260494670315,0.24211038233396,0.0645354166018659,0.921157805416614,1,1,0,1,1,0
"428",37,30,-1.39201609817135,-0.429158463520872,-0.979053612491952,0.317124158404819,0,1,0,1,1,0
"429",39,30,-1.32506058570438,-0.824022490494302,-0.979053612491952,0.82825288832778,0,1,0,1,1,0
"430",39,31,-1.35853834193787,-0.192240047336813,-0.979053612491952,0.894228536934302,0,1,0,1,1,0
"431",39,30,-1.2915828294709,-0.824022490494302,-0.979053612491952,0.827633405501848,0,1,0,1,1,0
"432",40,30,-1.36690778099624,-0.231726450034157,-0.979053612491952,0.0355183969559412,0,1,0,0,1,0
"433",40,30,-1.81048805108991,0.24211038233396,-0.979053612491952,0.0888155788953793,0,0,0,0,1,0
"434",39,30,1.11044618028164,0.439542395820675,-0.566948711022684,0.662120216057064,1,1,0,1,1,0
"435",39,30,-1.50918824498855,-0.622641836737852,-0.979053612491952,0.508870716895828,0,1,0,1,1,0
"436",33,29,0.240024518211034,0.569847524721907,-0.339368392300849,-0.581426108497074,1,0,0,0,0,0
"437",39,37,0.566432641487512,-1.41236989068471,1.9261834292093,1.66160522535193,0,1,1,0,0,0
"438",38,37,-1.22462731700393,0.088113411814322,-0.979053612491952,0.622855303679387,0,0,0,0,0,0
"439",39,36,0.984904594406072,-1.7677475149608,1.20243701021104,0.294066696258933,1,0,1,0,0,0
"440",40,36,0.256763396327777,-0.369928859474857,1.16758236680319,0.685997734705784,0,1,0,1,0,0
"441",39,36,-1.609621513689,-0.488388067566886,-0.979053612491952,1.09570517007728,0,1,0,1,0,1
"442",39,36,0.432521616553572,-0.587104074310244,0.296216281606977,0.383881976674847,1,1,0,0,1,0
"443",40,36,-1.5510354402804,-0.192240047336813,-0.979053612491952,0.303529548456081,0,1,0,1,0,0
"444",39,36,-1.24973563417904,-0.606847275658915,-0.979053612491952,0.587628765949294,0,1,0,1,1,0
"445",39,36,-1.1158246092451,-0.0342944365474413,-0.979053612491952,0.659498847780895,0,1,0,1,0,1
"446",39,36,-1.609621513689,-0.488388067566886,-0.979053612491952,0.795654177896891,0,1,0,1,1,0
"447",39,36,-1.64309926992249,-0.429158463520872,-0.979053612491952,0.685884041894882,0,1,0,0,1,0
"448",37,36,1.00164347252281,-1.7677475149608,-0.384474401416889,0.900532173120612,1,0,1,0,0,1
"449",39,36,-1.99461571037408,-1.7677475149608,-0.979053612491952,0.906743710546065,0,1,1,0,1,0
"450",39,36,-1.609621513689,-0.488388067566886,-0.979053612491952,0.792484731426721,0,1,0,1,1,0
"451",39,36,-1.58451319651389,-0.606847275658915,-0.979053612491952,0.709270677059183,0,1,0,1,1,0
"452",39,36,-1.609621513689,-0.488388067566886,-0.979053612491952,0.784885564377982,0,1,0,1,1,0
"453",39,36,-1.0572385358365,-0.587104074310244,-0.979053612491952,1.48432361826267,0,1,0,1,0,1
"454",39,36,-1.35853834193787,-0.622641836737852,-0.979053612491952,1.39815130010468,0,1,0,0,0,1
"455",39,35,0.323718908794747,-0.385723420553794,-0.689965099520973,0.23854606769808,1,1,0,1,1,0
"456",39,35,0.917949081939102,-1.7677475149608,3.97645657084745,0.465413753747822,0,0,1,0,0,0
"457",41,35,0.00568022457664053,0.202623979636617,0.0296807731940174,-0.033918660415647,1,1,0,0,1,0
"458",39,35,-0.0277975316568443,0.202623979636617,3.66071450703518,1.37264369622513,1,1,0,0,0,1
"459",39,35,0.382304982203345,-0.389672060823528,-0.532094067614835,1.09266015949391,1,1,0,1,1,0
"460",39,35,-1.65983814803923,0.202623979636617,-0.979053612491952,1.27771809927146,0,1,0,1,1,0
"461",39,35,-0.96517470619442,-0.271212852731499,-0.979053612491952,1.32547876939577,0,1,0,1,1,0
"462",38,35,-1.89418244167362,-0.192240047336813,-0.979053612491952,1.28621523595372,0,1,0,1,1,0
"463",39,35,1.11881561934001,-1.7677475149608,-0.163044902119969,0.0615687122553575,0,0,1,0,0,1
"464",39,35,-1.30832170758764,-0.468644866218215,-0.979053612491952,0.874520771516348,0,1,0,1,1,0
"465",39,35,-1.62636039180575,-0.587104074310244,-0.979053612491952,0.480478030911982,0,1,0,1,1,0
"466",39,35,1.01838235063956,-1.7677475149608,3.95390356628943,0.694273704031809,0,0,1,0,0,1
"467",39,35,-1.45060217157995,-0.389672060823528,-0.979053612491952,0.846887178957034,0,1,0,0,1,0
"468",39,35,-1.0572385358365,-0.468644866218215,-0.979053612491952,0.498104518759737,0,1,0,1,1,0
"469",39,35,-1.58451319651389,-0.764792886448287,-0.979053612491952,0.913026629311153,0,1,0,1,0,1
"470",39,35,-1.51755768404692,-0.587104074310244,-0.979053612491952,1.51590243291929,0,1,0,0,0,1
"471",38,34,0.83425469135539,-1.7677475149608,1.34390585698407,0.53840311987158,0,0,1,0,0,1
"472",39,35,-1.29995226852927,0.123651174241931,-0.979053612491952,-0.0413499704804349,0,1,0,1,1,0
"473",39,34,1.38663766920789,-1.7677475149608,2.96362163887821,0.874654144666907,0,0,1,0,0,1
"474",39,34,1.00164347252281,-0.587104074310244,-0.546445979606302,0.939394236576133,1,1,0,1,1,0
"475",39,34,-1.91929075884874,-0.429158463520872,-0.979053612491952,0.682697076240503,0,1,0,0,1,0
"476",37,34,0.55806320242914,-0.192240047336813,1.97128943832534,0.539240658549678,1,1,0,1,1,0
"477",39,34,-1.04049965771976,-0.587104074310244,-0.979053612491952,0.127020401753308,0,1,0,1,1,0
"478",39,34,-0.906588632785821,-0.0737808392447843,-0.979053612491952,0.542961943443179,0,1,0,1,1,0
"479",38,34,1.26109608333232,-1.7677475149608,0.419232670105266,0.669956454754601,0,1,1,0,0,0
"480",38,34,-1.71842422144783,0.167086217209008,-0.979053612491952,1.21298752904464,0,1,0,1,1,0
"481",39,34,-0.906588632785821,-0.0737808392447843,-0.979053612491952,0.559034859738367,0,1,0,1,1,0
"482",38,34,1.07696842404816,-1.7677475149608,2.85495716237139,0.706470347018098,0,0,1,0,0,1
"483",39,34,-1.42549385440484,0.123651174241931,-0.979053612491952,0.483046327141269,0,1,0,0,1,0
"484",39,34,-1.98624627131571,-0.784536087796959,-0.979053612491952,0.63011558664285,0,1,0,1,1,0
"485",35,34,0.792407496063534,-1.7677475149608,1.13477799653698,0.442122160374751,1,0,1,0,0,0
"486",39,34,-1.57614375745552,0.265802223952365,-0.979053612491952,0.95222921524096,0,1,0,1,1,0
"487",39,34,1.11044618028164,-0.567360872961572,2.75039323214784,0.360341700669586,1,1,0,1,1,0
"488",39,33,0.700343666421451,0.163137576939274,-0.07283288388789,0.532022219796189,1,1,0,1,1,0
"489",41,34,-1.24973563417904,0.123651174241931,-0.979053612491952,0.733319821654422,0,0,0,0,0,1
"490",39,34,-1.81048805108991,-0.227777809764422,-0.979053612491952,0.573421626882651,0,1,0,1,1,0
"491",34,33,-1.30832170758764,-0.192240047336813,-0.979053612491952,1.17630760564708,0,1,0,0,1,0
"492",38,33,-1.76027141673968,0.163137576939274,-0.979053612491952,0.796779451242262,0,1,0,1,1,0
"493",38,33,0.742190861713307,-0.15275364463947,0.304417374173529,0.865758432133283,1,1,0,1,0,1
"494",37,33,0.993274033464443,0.0446783688472448,0.601706979711061,1.30226593802608,1,1,0,1,1,0
"495",39,33,0.332088347853118,-0.310699255428842,-0.644859090404933,0.953999530913755,1,1,0,1,1,0
"496",39,33,-2.01972402754919,-0.622641836737852,-0.979053612491952,1.43735679011028,0,1,1,0,0,1
"497",39,33,-1.71005478238946,-0.547617671612901,-0.979053612491952,0.287078505657586,0,1,0,1,1,0
"498",37,33,0.976535155347701,-1.01750586371128,0.25931136505749,0.897055375566524,1,1,1,0,0,1
"499",39,33,-1.71005478238946,-0.547617671612901,-0.979053612491952,0.279707555616027,0,1,0,1,1,0
"500",39,33,-1.07397741395325,-0.0342944365474413,-0.979053612491952,0.74155390636668,0,0,0,0,0,1
"501",39,34,0.114482932335466,-0.192240047336813,3.07228611538503,0.577547253071861,1,1,0,1,1,0
"502",37,25,0.256763396327777,-1.01750586371128,0.0378818657605699,0.59892882589039,1,0,1,0,0,1
"503",39,25,-1.3501689028795,-0.824022490494302,-0.979053612491952,-0.189071822880971,0,1,0,1,0,0
"504",36,25,0.390674421261716,-0.824022490494302,0.37002611470595,0.593894861718979,1,0,0,0,0,1
"505",30,24,0.700343666421451,-1.41236989068471,-0.566948711022684,0.147315204438253,0,0,1,0,0,1
"506",39,24,0.650127032071224,-0.824022490494302,-0.263508286060238,-0.178063450338356,0,1,0,0,0,0
"507",30,24,-0.094753044123814,-0.192240047336813,-0.509541063056816,-0.717486412833133,0,0,0,0,0,0
"508",38,24,1.06859898498978,-0.231726450034157,0.113741972001181,0.0352826654331953,0,0,0,0,0,0
"509",39,24,1.01001291158119,-1.41236989068471,-0.234804462077304,0.00701793429804412,0,0,1,0,0,1
"510",32,24,-0.00268921448173068,-0.15275364463947,-0.749423020628479,-0.951083156828165,1,0,0,0,0,0
"511",37,24,-0.270511264349609,-1.41236989068471,0.439735401521647,1.01323178053608,1,0,1,0,0,1
"512",39,24,-1.69331590427272,-0.622641836737852,-0.979053612491952,0.969274663060096,0,1,0,1,1,0
"513",30,24,1.06859898498978,-0.824022490494302,0.905147404673507,0.716600961160705,0,1,0,0,0,1
"514",33,24,1.17740169274861,-1.41236989068471,0.232657814216194,0.640548590224144,1,0,1,0,0,0
"515",39,24,-1.25810507323741,-0.192240047336813,-0.979053612491952,0.220569506259887,0,0,0,0,1,0
"516",39,24,-1.37527722005461,-0.350185658126185,-0.979053612491952,0.653583661960962,0,1,0,0,1,0
"517",40,25,0.825885252297019,-1.7677475149608,1.88927851265982,0.89833552881125,1,1,1,0,0,1
"518",39,24,-1.44223273252158,0.163137576939274,-0.979053612491952,0.751156925725555,0,1,0,0,1,0
"519",38,24,-1.18278012171207,-0.4094152621722,-0.979053612491952,0.588884118741915,0,1,0,1,1,0
